property_id,zip_code,school_district,sqft,bedrooms,bathrooms,age_years,garage_spaces,price
P03837,10006,5,2418.1,4,1,79,1,354394.81
P03838,10018,1,1507.4,2,1,60,1,294169.17
P03839,10029,11,2510.0,3,2,37,1,454966.25
P03840,10029,8,2501.8,4,1,3,3,410354.59
P03841,10027,5,1828.0,3,3,74,0,235536.69
P03842,10015,5,1050.7,5,3,45,2,221059.36
P03843,10017,10,2944.8,1,1,17,0,462417.64
P03844,10010,3,1993.6,1,2,43,2,343400.86
P03845,10028,8,1638.1,3,4,31,0,361091.79
P03846,10015,10,2278.1,2,4,28,3,455112.04
P03847,10024,4,2151.2,5,1,36,3,555307.23
P03848,10011,4,2455.5,6,3,61,3,640728.44
P03849,10023,6,1468.8,3,2,13,1,374891.79
P03850,10007,9,1959.2,4,2,78,3,429095.08
P03851,10023,4,1207.1,2,3,5,0,331942.17
P03852,10002,6,2133.2,4,4,11,1,428534.15
P03853,10004,9,1788.5,5,3,54,0,414460.9
P03854,10011,3,1940.5,5,4,11,0,499721.29
P03855,10015,9,1726.8,6,4,62,1,370253.63
P03856,10022,3,1674.5,4,4,59,2,421583.75
P03857,10011,3,1365.9,3,4,34,3,371913.64
P03858,10001,4,2195.2,1,4,36,0,462973.4
P03859,10010,5,2544.9,5,2,80,1,393693.7
P03860,10014,1,1521.7,5,4,64,2,277124.73
P03861,10017,15,2076.8,4,4,51,0,375741.62
P03862,10020,5,2016.1,6,3,11,2,388396.34
P03863,10008,13,1804.0,2,3,47,2,374417.31
P03864,10019,14,1036.7,1,4,3,2,372522.48
P03865,10019,13,1149.2,4,1,20,0,338462.83
P03866,10024,13,1409.5,1,1,56,0,364263.78
P03867,10016,2,800.0,1,4,33,3,116451.99
P03868,10025,6,2504.0,5,3,80,3,589214.09
P03869,10007,12,1983.9,3,3,76,1,408637.92
P03870,10022,9,1785.0,4,3,7,2,469117.1
P03871,10002,1,800.0,5,3,71,2,115311.52
P03872,10004,9,888.1,3,1,70,2,240834.53
P03873,10026,13,1798.8,4,2,8,2,338084.25
P03874,10015,13,2785.2,4,1,31,2,559482.96
P03875,10019,6,1450.7,4,2,76,0,373902.78
P03876,10019,4,2231.9,5,1,1,0,533488.95
P03877,10021,5,1560.0,3,4,4,3,347303.16
P03878,10008,5,1827.6,4,2,41,2,321511.39
P03879,10006,6,2407.3,4,3,77,0,432196.9
P03880,10002,5,1627.0,1,1,22,0,156639.98
P03881,10026,7,1454.9,2,1,62,0,141567.83
P03882,10007,1,2509.0,1,2,56,2,408117.61
P03883,10018,5,1822.8,2,4,11,2,405877.53
P03884,10014,5,2345.6,3,4,23,0,357930.95
P03885,10005,3,1457.4,6,3,50,0,307369.18
P03886,10013,14,2503.3,6,3,39,0,464798.68
P03887,10003,11,1936.8,5,3,19,1,386578.32
P03888,10006,14,2017.4,4,3,16,0,370775.77
P03889,10005,9,1865.8,2,3,45,1,374189.56
P03890,10025,2,1547.3,3,1,67,0,332080.03
P03891,10018,14,1799.2,5,2,33,3,489247.81
P03892,10028,7,1578.7,6,4,74,3,347648.11
P03893,10014,11,2279.8,6,2,54,1,458771.37
P03894,10007,6,1698.5,3,1,32,3,402412.77
P03895,10019,8,1051.7,3,3,57,2,273953.36
P03896,10028,8,960.3,4,2,36,0,227906.41
P03897,10016,5,936.6,1,3,61,1,73895.27
P03898,10001,9,2109.0,1,3,79,0,383045.9
P03899,10010,12,1224.2,1,3,63,2,219873.15
P03900,10028,1,1950.0,5,4,11,3,459195.74
P03901,10016,2,1868.3,2,3,5,2,276744.35
P03902,10029,13,1767.6,5,4,65,0,358494.74
P03903,10016,9,2019.2,3,1,68,0,279669.66
P03904,10001,15,1879.2,5,4,45,1,443279.39
P03905,10027,10,800.0,1,2,19,0,121980.8
P03906,10023,10,1638.2,2,3,71,0,318467.83
P03907,10022,14,2012.6,2,1,36,1,478328.28
P03908,10030,10,2620.1,3,3,23,2,472112.89
P03909,10006,5,2643.2,4,1,29,0,384574.31
P03910,10028,8,1118.4,2,3,23,3,275323.13
P03911,10007,4,1625.1,5,1,22,1,421563.88
P03912,10030,6,1016.9,6,1,26,0,268718.65
P03913,10006,11,2559.9,1,1,54,0,411280.41
P03914,10017,3,2306.4,1,2,1,3,412906.91
P03915,10024,11,1975.3,6,4,29,2,592454.7
P03916,10003,9,1883.0,4,4,13,3,352991.93
P03917,10003,5,2490.3,6,1,52,3,377816.7
P03918,10026,1,2405.7,5,4,80,3,374966.41
P03919,10002,11,2379.0,5,3,63,3,443976.39
P03920,10019,13,2028.3,1,2,20,3,462426.44
P03921,10029,11,1625.4,4,4,41,3,381344.08
P03922,10019,7,2183.6,3,1,1,3,449992.42
P03923,10015,10,2208.0,6,1,33,1,439602.19
P03924,10013,7,1704.7,1,1,22,2,263189.96
P03925,10020,6,1624.4,1,1,40,3,354781.37
P03926,10018,5,2366.7,4,2,33,3,488397.46
P03927,10016,4,2632.1,6,1,55,0,440881.14
P03928,10005,15,1425.3,6,1,44,0,332179.69
P03929,10020,10,1668.3,4,2,76,0,344407.09
P03930,10023,3,1975.5,3,3,5,2,416662.17
P03931,10022,13,2043.3,2,4,76,1,478824.53
P03932,10003,3,1538.8,6,1,64,2,269960.19
P03933,10022,9,2741.8,2,3,57,0,547724.24
P03934,10022,3,2011.0,1,1,66,0,390873.7
P03935,10006,6,2065.7,4,4,4,3,447162.43
P03936,10026,10,2679.4,3,2,17,1,457294.06
P03937,10016,15,1575.5,3,4,0,0,298940.61
P03938,10015,15,1755.8,6,4,64,0,382072.83
P03939,10022,14,1173.3,2,2,28,1,353030.17
P03940,10016,4,1713.8,6,2,29,1,347565.02
P03941,10017,2,1055.5,2,2,49,3,163680.48
P03942,10010,14,2173.9,2,2,34,0,400185.22
P03943,10028,14,2010.0,1,2,51,2,442752.97
P03944,10030,5,1661.5,5,3,75,1,267848.34
P03945,10004,1,1749.8,6,2,26,1,378789.69
P03946,10022,10,2180.7,6,4,72,1,515365.14
P03947,10001,2,1232.1,2,2,43,1,240335.97
P03948,10012,1,1902.1,5,2,30,2,411690.69
P03949,10030,15,2149.8,1,2,74,2,387526.99
P03950,10006,8,908.9,4,3,39,0,172646.74
P03951,10012,2,2142.5,5,1,10,0,479165.27
P03952,10007,10,963.0,1,2,23,0,236948.06
P03953,10022,6,1741.2,1,2,68,3,429007.53
P03954,10014,9,1218.3,1,3,41,1,219824.13
P03955,10018,14,2515.6,5,1,45,2,576131.97
P03956,10029,4,1221.4,4,2,55,1,287429.91
P03957,10016,10,974.9,1,3,15,1,142643.95
P03958,10023,13,1866.7,4,4,7,0,419362.13
P03959,10003,7,1593.1,5,2,35,1,217792.45
P03960,10007,15,1047.7,2,4,74,3,265511.49
P03961,10029,7,2062.9,4,3,10,3,326021.87
P03962,10026,7,804.3,2,4,58,1,69757.26
P03963,10020,14,1281.9,2,1,79,2,284522.75
P03964,10012,10,1512.4,3,4,7,1,374218.69
P03965,10006,14,2201.1,3,2,10,3,456754.1
P03966,10026,12,2447.7,3,1,70,2,315342.37
P03967,10024,11,2351.4,2,1,8,3,550265.57
P03968,10008,4,1723.4,3,3,60,3,356806.21
P03969,10018,6,800.0,4,3,64,1,320445.66
P03970,10019,13,1995.4,3,1,25,1,474178.44
P03971,10015,10,2535.3,4,4,23,2,517714.82
P03972,10028,5,2416.9,1,2,42,0,398147.19
P03973,10004,5,2031.5,1,3,41,3,383986.75
P03974,10008,12,1205.2,6,3,69,2,252287.07
P03975,10003,3,1537.3,3,3,47,0,233179.22
P03976,10021,2,2766.9,4,3,78,1,472627.84
P03977,10020,12,1091.6,5,4,19,3,304595.82
P03978,10030,5,1226.1,1,3,22,1,192533.16
P03979,10017,12,2271.3,6,4,19,2,446239.68
P03980,10005,9,1584.4,3,4,52,3,376432.98
P03981,10014,15,1209.1,6,2,2,1,329385.42
P03982,10003,8,2564.0,3,3,69,3,373639.49
P03983,10021,14,2030.5,3,1,62,1,395877.48
P03984,10021,13,1609.1,4,4,80,2,370932.96
P03985,10026,4,1227.1,2,4,77,3,247082.41
P03986,10011,15,2823.7,4,4,5,0,595239.39
P03987,10010,12,1787.8,6,3,60,2,364048.98
P03988,10003,2,2498.7,4,4,40,2,399406.18
P03989,10013,1,2246.8,1,4,59,2,318906.21
P03990,10015,5,1539.5,5,1,70,3,272887.77
P03991,10023,1,1543.5,1,2,47,1,280127.78
P03992,10023,6,2523.2,1,3,0,3,529726.05
P03993,10005,15,2531.3,2,2,70,2,435884.75
P03994,10009,8,861.5,2,3,35,0,141755.54
P03995,10016,1,2074.9,1,3,37,2,258062.34
P03996,10011,8,1739.4,1,4,47,0,353824.5
P03997,10001,4,1283.3,5,4,73,3,382006.63
P03998,10026,13,1930.9,3,1,42,0,317637.61
P03999,10022,2,1125.2,2,2,16,1,298432.75
P04000,10016,12,1566.8,3,2,59,3,213011.62
P04001,10010,7,1400.8,5,3,51,0,254091.67
P04002,10026,1,1550.1,5,2,5,1,237821.44
P04003,10002,11,1764.3,2,4,43,2,335865.41
P04004,10014,7,1292.2,2,2,63,1,174249.7
P04005,10025,12,2586.6,6,2,71,2,517255.67
P04006,10029,10,2046.6,4,4,22,1,375985.0
P04007,10008,12,2697.3,6,2,42,1,464138.83
P04008,10020,7,1720.0,2,1,66,1,277159.87
P04009,10006,1,1525.6,1,2,47,2,209373.3
P04010,10004,2,2679.2,3,2,33,3,521268.16
P04011,10011,7,1511.0,2,3,14,0,336575.15
P04012,10027,6,1710.9,5,3,3,1,382500.24
P04013,10021,12,2160.0,5,3,55,0,418835.37
P04014,10015,7,1181.1,1,2,78,0,153535.46
P04015,10009,13,2155.6,4,3,48,3,496885.66
P04016,10005,3,2091.7,3,1,63,2,366534.32
P04017,10009,6,2434.7,4,1,54,3,458716.74
P04018,10005,12,2245.0,3,3,28,2,434916.31
P04019,10006,2,2450.0,4,4,42,2,402989.45
P04020,10021,5,1744.8,5,3,21,2,307916.4
P04021,10004,12,1368.7,2,1,18,2,306649.99
P04022,10002,9,2855.0,2,4,47,3,475018.49
P04023,10017,12,1036.7,5,2,52,1,206220.06
P04024,10009,8,1086.7,6,3,79,0,211037.1
P04025,10014,13,2082.6,3,4,19,1,428660.23
P04026,10005,14,2612.5,6,4,23,0,580233.85
P04027,10007,15,1894.8,2,1,13,0,412924.16
P04028,10014,2,2299.7,5,1,76,0,336497.85
P04029,10021,9,802.1,6,3,63,0,248295.44
P04030,10013,2,1550.2,2,4,26,2,249361.88
P04031,10017,4,863.0,1,4,78,2,199852.06
P04032,10016,5,2190.2,4,3,57,3,342982.26
P04033,10009,10,1026.4,6,1,38,1,239414.93
P04034,10009,7,1161.1,1,3,30,1,177213.74
P04035,10013,13,2057.0,4,3,46,1,394910.78
P04036,10001,5,2330.9,6,2,6,3,463927.6
P04037,10021,10,1720.5,1,3,13,3,357294.88
P04038,10019,12,2085.1,4,1,75,2,429845.87
P04039,10010,15,2068.9,1,4,16,2,412422.14
P04040,10012,4,1692.3,2,1,13,3,439868.12
P04041,10010,12,1252.6,3,4,69,0,219664.27
P04042,10020,2,2082.4,2,4,76,1,340121.58
P04043,10023,9,2106.5,1,3,66,0,362317.28
P04044,10004,7,2247.0,5,4,8,0,483917.09
P04045,10013,15,1956.0,2,4,67,1,360503.93
P04046,10001,12,1215.8,6,1,21,3,319354.77
P04047,10014,14,2145.2,2,3,0,1,431119.78
P04048,10008,13,1799.3,4,3,74,3,387954.34
P04049,10011,7,1558.6,5,4,21,2,398044.99
P04050,10014,12,1652.7,3,3,53,2,308340.7
P04051,10010,1,1454.9,3,3,5,0,244510.74
P04052,10012,9,2244.4,5,3,15,3,543267.99
P04053,10023,1,1090.9,1,1,71,0,144583.6
P04054,10025,11,1303.3,5,2,47,1,422422.37
P04055,10001,15,1635.6,5,2,80,3,362387.69
P04056,10012,11,2606.9,5,4,14,2,656579.16
P04057,10026,13,2327.1,3,4,72,1,409922.95
P04058,10016,4,979.6,3,3,70,1,216413.25
P04059,10007,15,2475.7,4,1,74,1,490224.2
P04060,10018,9,2474.7,4,3,4,1,561264.34
P04061,10005,11,1213.0,6,2,8,0,370920.4
P04062,10001,12,800.0,6,3,42,0,256557.45
P04063,10019,10,1763.9,1,2,9,0,372916.54
P04064,10016,5,2361.2,1,3,5,0,279184.43
P04065,10023,10,2595.6,6,1,65,1,475245.55
P04066,10011,10,1364.6,3,1,56,0,336724.67
P04067,10026,13,2676.0,4,1,68,2,471926.57
P04068,10013,8,800.0,1,4,75,2,105958.19
P04069,10023,8,1616.0,1,1,11,0,279962.65
P04070,10004,8,1591.4,3,2,67,3,341040.16
P04071,10003,2,2376.2,5,2,3,2,409130.13
P04072,10024,2,2449.2,5,4,30,1,560075.75
P04073,10026,1,2277.1,6,2,24,0,344480.47
P04074,10029,10,1124.7,2,4,19,1,227418.13
P04075,10010,7,2231.3,2,4,58,3,388339.1
P04076,10001,13,2054.5,4,3,9,0,460678.81
P04077,10030,11,964.4,4,2,65,0,244954.67
P04078,10019,3,800.0,1,3,70,1,187071.4
P04079,10008,2,2319.0,3,3,53,3,373722.43
P04080,10023,6,1710.0,6,1,6,1,442867.04
P04081,10028,14,1157.4,1,4,48,2,330947.52
P04082,10009,1,1695.9,5,2,50,2,316403.44
P04083,10024,3,1982.0,3,4,30,0,459857.0
P04084,10024,1,1758.6,4,3,29,3,376844.55
P04085,10016,7,1024.0,4,4,38,0,104482.21
P04086,10019,15,2742.8,5,1,80,2,578291.76
P04087,10009,11,2302.1,4,1,0,2,504392.12
P04088,10028,8,1632.3,1,1,41,2,316551.25
P04089,10030,3,1652.5,2,4,25,3,321162.35
P04090,10030,6,1979.7,6,4,44,2,457936.0
P04091,10023,8,1235.2,1,4,0,2,288546.47
P04092,10002,5,1961.3,5,2,74,0,255059.16
P04093,10011,11,1134.6,4,2,37,1,388372.99
P04094,10014,15,1764.7,1,2,78,1,279005.87
P04095,10029,4,1215.7,1,4,12,1,261541.26
P04096,10017,4,1241.0,6,2,47,0,308592.84
P04097,10017,2,2622.9,1,3,55,0,366768.61
P04098,10005,11,1829.6,1,3,64,1,371411.57
P04099,10024,7,1903.7,1,2,0,2,424432.29
P04100,10011,5,800.0,4,2,51,3,232273.78
P04101,10003,4,1501.5,6,3,11,3,357888.93
P04102,10030,2,2030.6,2,4,34,1,343956.76
P04103,10006,8,1897.1,5,1,4,3,345628.57
P04104,10001,11,800.0,5,3,4,1,325960.22
P04105,10003,4,1903.6,2,1,62,1,310084.77
P04106,10014,1,1983.3,1,1,58,0,231700.49
P04107,10004,8,2441.9,3,3,72,2,480392.11
P04108,10026,11,1472.4,1,2,56,1,232794.75
P04109,10016,6,800.0,1,2,48,1,155024.0
P04110,10010,4,1301.6,3,1,9,3,340444.02
P04111,10001,3,1251.5,5,4,61,2,301197.49
P04112,10015,12,2168.4,6,4,18,1,445941.53
P04113,10005,13,800.0,4,4,8,2,293559.24
P04114,10030,12,1575.8,2,1,59,2,256270.47
P04115,10009,8,2512.9,2,1,47,2,399221.69
P04116,10015,11,1803.6,4,1,12,0,377480.78
P04117,10001,6,2248.2,2,1,44,0,427779.33
P04118,10004,1,979.1,4,2,55,0,261253.23
P04119,10007,6,999.0,5,3,40,3,349292.82
P04120,10002,11,2518.6,6,1,58,1,442926.37
P04121,10022,10,1850.6,1,2,40,1,396105.13
P04122,10029,15,1851.6,2,3,28,3,343446.58
P04123,10030,15,1240.9,2,2,18,3,263550.42
P04124,10008,4,1850.4,4,2,20,0,363303.42
P04125,10024,1,1227.0,2,3,65,3,280980.86
P04126,10016,5,2393.4,6,4,30,2,385882.29
P04127,10002,14,3163.9,6,2,58,2,553840.43
P04128,10003,13,2042.0,2,1,29,0,317791.23
P04129,10017,2,1482.5,3,4,42,2,258245.45
P04130,10013,3,800.0,3,3,49,2,153885.17
P04131,10001,9,957.8,1,2,38,1,225934.13
P04132,10028,10,2577.4,6,3,60,2,557760.72
P04133,10022,15,1285.4,5,4,74,0,405685.93
P04134,10016,12,1614.6,2,1,69,2,222529.61
P04135,10030,4,2127.7,4,4,74,0,453164.9
P04136,10030,1,2541.1,3,3,2,1,407415.0
P04137,10030,10,1700.2,2,3,61,1,327746.49
P04138,10008,9,1597.7,2,4,58,0,288162.46
P04139,10027,14,1835.8,1,2,33,3,347393.48
P04140,10016,9,1486.2,5,4,25,3,312453.89
P04141,10022,8,1513.1,4,3,4,1,381759.37
P04142,10026,5,2005.9,6,4,67,2,325103.05
P04143,10005,2,1892.6,1,2,68,1,311634.72
P04144,10014,14,2865.8,4,3,6,0,519070.1
P04145,10004,13,2019.4,4,2,47,3,496794.28
P04146,10009,3,2375.6,4,2,44,1,429053.45
P04147,10013,11,1264.4,6,2,13,3,348152.87
P04148,10026,6,2062.6,3,4,44,0,365795.86
P04149,10026,7,1438.5,1,4,65,0,143004.72
P04150,10012,13,1997.7,1,1,26,1,456648.0
P04151,10010,13,2144.3,3,4,58,3,458208.76
P04152,10016,3,1824.9,2,3,78,1,235934.8
P04153,10028,5,3003.7,1,1,36,3,499395.29
P04154,10030,13,2514.0,1,4,8,0,489458.45
P04155,10007,14,2388.6,2,1,24,3,523186.63
P04156,10006,2,2182.1,1,4,11,1,343587.9
P04157,10022,13,2681.7,3,2,28,1,626143.43
P04158,10010,8,1081.5,4,4,52,2,248164.81
P04159,10006,9,2485.1,2,2,16,3,457033.98
P04160,10001,2,1304.4,1,1,41,3,250488.0
P04161,10013,11,1517.8,4,4,80,0,313215.04
P04162,10012,11,2080.7,1,3,21,2,479545.6
P04163,10017,10,2416.6,5,2,71,1,430769.69
P04164,10007,12,1223.2,3,1,24,2,250552.34
P04165,10022,15,1543.7,3,4,49,1,411628.03
P04166,10021,13,1848.8,2,4,12,3,436229.76
P04167,10014,12,1706.8,2,2,21,1,279293.27
P04168,10006,15,2227.0,1,3,70,1,357085.59
P04169,10016,11,3518.0,4,1,47,1,556081.67
P04170,10021,11,2009.7,1,1,46,2,414099.37
P04171,10012,9,1432.4,5,3,41,3,408636.26
P04172,10008,12,1151.7,2,4,19,0,193488.4
P04173,10016,2,1637.4,4,4,75,2,245279.97
P04174,10011,8,1329.9,4,2,31,0,332115.6
P04175,10013,7,2033.8,4,1,0,2,332421.15
P04176,10011,14,2026.0,5,3,73,2,508680.67
P04177,10010,2,1568.4,4,3,3,3,328724.95
P04178,10022,10,2792.5,6,4,71,0,621146.63
P04179,10014,3,1432.3,2,1,21,3,254799.57
P04180,10014,14,1740.3,5,3,5,2,404749.05
P04181,10020,13,2119.6,3,3,17,2,484853.55
P04182,10011,4,2246.0,4,3,52,2,552224.52
P04183,10004,14,2438.8,3,1,44,2,538665.77
P04184,10026,8,2014.2,6,1,12,0,321644.66
P04185,10002,15,2325.5,2,3,24,3,405944.35
P04186,10018,11,1467.4,4,1,17,1,417760.81
P04187,10008,1,2259.0,1,3,52,0,287802.04
P04188,10007,4,2252.4,4,1,70,2,508836.48
P04189,10002,7,2556.4,1,4,20,3,392541.7
P04190,10028,4,965.8,3,2,72,2,283279.14
P04191,10013,2,1346.4,1,2,33,0,188338.03
P04192,10011,15,2211.6,2,2,6,3,510012.6
P04193,10023,14,800.0,3,2,26,3,289169.16
P04194,10002,7,2046.0,2,3,70,1,259101.43
P04195,10017,4,2329.9,3,3,65,2,498846.22
P04196,10015,3,1511.8,1,3,59,3,263685.07
P04197,10017,14,1584.9,5,4,32,0,389076.06
P04198,10004,5,1262.9,5,1,62,1,303695.93
P04199,10029,1,1539.2,3,4,57,1,222790.75
P04200,10008,6,1553.7,1,3,64,0,274469.75
P04201,10021,7,1458.6,1,2,45,0,218467.73
P04202,10023,10,1431.2,5,4,41,2,363122.1
P04203,10011,6,1664.5,6,3,78,1,472273.63
P04204,10004,14,1658.4,6,1,76,0,406501.88
P04205,10009,10,2737.1,3,1,43,1,470460.58
P04206,10025,15,1602.9,3,3,16,0,419598.48
P04207,10028,6,1972.1,1,3,33,2,416900.48
P04208,10029,10,1511.6,1,1,40,1,235356.88
P04209,10007,6,1505.2,5,3,54,2,424795.25
P04210,10019,11,947.8,3,3,25,3,337932.63
P04211,10005,12,1014.3,3,4,3,1,279425.06
P04212,10022,5,1196.5,3,3,66,3,269344.15
P04213,10013,15,1891.8,2,4,76,0,326644.43
P04214,10022,13,2338.1,6,1,6,3,595948.75
P04215,10021,14,906.7,5,4,25,1,303582.03
P04216,10030,4,1525.5,5,2,35,1,356444.08
P04217,10015,11,1116.6,3,3,61,3,291170.49
P04218,10011,2,1667.9,5,4,62,1,389052.25
P04219,10016,2,2337.9,3,4,27,2,352556.22
P04220,10005,15,1576.6,4,1,25,3,392216.49
P04221,10004,3,1776.2,1,1,32,1,341272.11
P04222,10016,13,2527.6,5,3,19,1,502444.49
P04223,10025,7,2029.0,1,4,35,1,400932.34
P04224,10016,5,1420.0,5,3,21,1,219560.54
P04225,10024,2,1879.5,4,1,4,1,423309.37
P04226,10006,11,1386.2,1,1,57,0,234806.25
P04227,10014,11,2010.2,4,3,63,3,436594.72
P04228,10019,8,2057.7,2,3,23,2,435235.22
P04229,10011,13,1116.4,3,4,32,3,391047.27
P04230,10001,5,1887.6,1,3,32,2,358404.95
P04231,10003,9,1741.2,5,2,1,1,309003.58
P04232,10028,5,2072.3,4,1,44,1,377403.26
P04233,10019,9,2215.7,3,4,37,3,518569.81
P04234,10008,3,2038.7,6,4,76,0,372019.33
P04235,10008,8,1648.4,4,1,30,1,278829.47
P04236,10002,9,2266.7,4,2,64,2,369207.68
P04237,10029,9,1363.5,1,2,31,2,224718.76
P04238,10004,7,1139.7,4,3,15,2,315248.73
P04239,10023,10,800.0,5,4,28,0,262400.81
P04240,10008,8,1764.9,6,1,71,0,273885.49
P04241,10011,5,1389.2,4,4,20,2,345587.55
P04242,10009,4,1998.9,2,1,68,1,399140.43
P04243,10025,10,814.4,5,4,53,1,306377.54
P04244,10001,15,1476.4,1,3,60,3,335110.36
P04245,10011,12,2035.1,2,1,60,2,433085.11
P04246,10009,10,1285.1,6,3,41,2,326209.34
P04247,10009,14,2004.6,5,2,48,0,408268.66
P04248,10006,14,1521.5,6,2,5,2,352136.03
P04249,10028,8,1783.6,3,1,56,3,387943.34
P04250,10012,2,2097.6,5,3,57,2,435697.07
P04251,10013,10,2276.4,5,4,8,3,458774.45
P04252,10012,10,1846.2,2,3,41,3,438628.49
P04253,10030,5,1393.0,6,4,41,3,286297.36
P04254,10011,13,1571.0,6,2,25,1,476411.95
P04255,10011,14,2118.5,1,3,5,1,485494.61
P04256,10010,5,1289.4,5,4,0,1,279759.58
P04257,10010,8,1711.0,3,2,16,3,341640.86
P04258,10003,3,1607.1,5,3,18,1,284914.01
P04259,10019,3,1748.3,4,1,17,3,396526.56
P04260,10001,4,1295.4,2,3,49,3,333933.28
P04261,10007,6,874.0,1,4,34,2,288381.02
P04262,10007,5,2060.4,4,4,9,0,399492.48
P04263,10009,3,2282.1,6,2,6,2,472205.38
P04264,10023,7,903.9,5,3,53,0,205359.12
P04265,10018,10,1984.5,2,3,75,2,427299.15
P04266,10030,5,2341.6,6,4,66,0,379552.51
P04267,10011,9,2098.0,3,4,61,0,464544.18
P04268,10028,5,1591.7,4,4,25,2,334855.48
P04269,10002,11,1328.3,2,4,57,1,257768.73
P04270,10016,10,1840.5,4,2,6,2,311461.07
P04271,10024,15,1923.9,4,2,13,1,482222.04
P04272,10016,1,1847.9,5,2,11,1,279842.61
P04273,10028,13,1709.9,3,2,14,0,435520.29
P04274,10010,6,1258.7,4,4,28,1,332535.85
P04275,10001,1,2011.3,4,4,3,3,436407.23
P04276,10024,11,2035.4,3,4,65,3,536078.91
P04277,10003,3,1900.4,4,3,57,1,291074.11
P04278,10023,3,1855.5,1,1,51,0,312213.33
P04279,10023,15,2639.6,6,1,14,3,553270.62
P04280,10026,4,1487.8,1,2,70,2,231032.15
P04281,10015,9,2440.7,6,3,0,0,522188.2
P04282,10027,4,1433.0,5,2,80,0,286428.65
P04283,10006,2,2354.5,6,3,58,0,395571.95
P04284,10014,1,2416.7,1,4,16,3,372904.27
P04285,10004,1,1653.5,2,2,15,3,370244.08
P04286,10024,8,2630.5,1,4,56,1,497749.02
P04287,10022,7,2034.5,3,3,65,0,383354.06
P04288,10025,1,1361.4,6,4,37,2,364263.92
P04289,10023,6,1612.9,5,1,4,1,423784.56
P04290,10010,5,2366.4,5,2,39,0,382301.05
P04291,10003,9,2261.5,6,4,38,1,402516.96
P04292,10028,15,1271.0,1,4,26,1,370017.33
P04293,10015,11,1730.4,5,3,73,0,392514.18
P04294,10003,14,1901.8,2,1,27,2,314715.18
P04295,10028,3,1546.2,5,1,19,1,342022.55
P04296,10030,4,2978.9,5,2,54,2,546631.18
P04297,10014,12,1916.8,5,4,50,2,363015.72
P04298,10024,5,1769.1,3,2,50,3,388569.46
P04299,10002,13,2395.4,4,4,40,3,480022.7
P04300,10003,7,1617.4,3,3,25,2,201638.65
P04301,10009,4,2303.7,4,1,20,3,466283.27
P04302,10020,13,966.1,3,3,9,2,301256.65
P04303,10005,9,1573.2,3,2,15,0,386911.96
P04304,10002,13,2324.5,2,1,46,3,405895.72
P04305,10021,7,2585.1,3,3,32,3,455115.09
P04306,10024,2,1413.4,5,1,59,1,310951.59
P04307,10023,11,1355.1,6,4,65,1,348982.7
P04308,10024,2,2083.7,1,4,45,3,432463.85
P04309,10025,10,1488.5,2,4,8,1,403282.94
P04310,10019,7,1665.7,4,1,0,1,354505.24
P04311,10016,12,2238.2,5,4,18,2,378889.62
P04312,10026,14,1527.9,2,2,22,1,263974.08
P04313,10011,7,817.3,2,3,5,1,225660.6
P04314,10003,14,1149.5,1,1,63,3,211708.08
P04315,10023,2,1805.0,1,4,29,0,308317.31
P04316,10009,2,868.3,1,2,60,0,117490.17
P04317,10030,15,1651.4,5,3,16,1,364116.12
P04318,10013,9,1104.0,6,2,0,0,282531.43
P04319,10026,7,2620.0,3,4,11,1,377717.65
P04320,10002,3,2882.6,2,3,38,0,430257.79
P04321,10020,5,1270.9,6,2,38,2,267064.34
P04322,10014,11,1928.4,2,2,35,2,374151.57
P04323,10014,13,1319.8,1,1,77,1,258256.94
P04324,10008,14,1645.3,1,2,52,2,293759.1
P04325,10030,7,2701.7,3,4,59,0,427785.18
P04326,10012,7,1566.7,5,4,10,0,392787.75
P04327,10026,3,1657.0,3,4,37,1,264395.14
P04328,10013,2,1328.7,3,1,50,0,187734.73
P04329,10002,7,2373.1,3,2,47,3,366851.04
P04330,10027,9,800.0,6,4,76,1,190125.92
P04331,10006,2,1578.6,5,2,38,1,268949.59
P04332,10009,7,1777.1,4,1,30,1,292442.31
P04333,10026,10,1469.5,3,2,76,1,219568.89
P04334,10027,13,2231.8,4,4,27,0,440872.37
P04335,10028,15,2401.0,6,4,46,3,557915.18
P04336,10013,6,1094.0,4,1,2,0,224566.34
P04337,10023,6,2846.7,5,4,13,1,615493.48
P04338,10010,14,1088.4,1,3,4,3,277677.64
P04339,10023,11,2444.3,6,4,33,1,571294.55
P04340,10016,5,1874.9,6,3,75,2,277183.75
P04341,10002,11,1548.1,5,3,5,0,342478.33
P04342,10013,3,1595.3,6,3,79,1,279002.06
P04343,10015,7,1783.2,4,3,70,3,304693.14
P04344,10008,5,1904.2,2,4,0,1,305939.51
P04345,10012,15,1339.9,4,3,1,1,373752.33
P04346,10016,1,1683.0,4,1,72,0,204219.67
P04347,10002,13,1414.7,1,1,47,2,211245.09
P04348,10005,5,1192.5,2,2,14,1,244257.33
P04349,10024,1,1391.3,2,2,77,3,297479.99
P04350,10011,10,1225.0,4,4,45,1,361384.84
P04351,10019,11,1589.9,1,1,51,3,393938.82
P04352,10017,3,2016.2,5,4,54,3,391174.96
P04353,10017,1,1860.4,1,1,16,3,269867.63
P04354,10013,2,2787.2,6,2,29,2,484235.5
