company_id,founding_year,industry,employees,initial_funding_usd,marketing_spend_pct,revenue_growth_pct
CO01664,2023,services,5,679997,23.42,43.49
CO01665,2024,retail,22,6975228,4.67,25.37
CO01666,2013,tech,35,1420708,6.5,45.36
CO01667,2019,healthcare,34,52321,22.32,41.45
CO01668,2020,manufacturing,58,3973043,3.48,28.27
CO01669,2016,healthcare,53,238246,14.94,42.03
CO01670,2020,retail,29,10000,16.38,31.09
CO01671,2020,retail,10,3388194,10.18,40.57
CO01672,2024,healthcare,21,66785,23.89,48.88
CO01673,2012,manufacturing,18,15579347,1.66,24.94
CO01674,2017,services,25,4393104,23.32,27.32
CO01675,2021,retail,66,280520,19.38,36.21
CO01676,2016,services,50,1108723,15.22,30.02
CO01677,2019,manufacturing,75,50000000,26.17,35.67
CO01678,2023,healthcare,23,3269063,6.07,43.08
CO01679,2024,manufacturing,150,712403,24.02,37.85
CO01680,2013,tech,65,50000000,5.63,61.23
CO01681,2015,services,37,559703,29.71,36.89
CO01682,2014,healthcare,61,1416400,0.98,24.52
CO01683,2023,healthcare,17,68021,16.6,43.58
CO01684,2024,tech,5,15530,5.04,40.84
CO01685,2015,healthcare,18,248797,12.24,30.69
CO01686,2014,retail,70,477737,4.44,24.98
CO01687,2019,healthcare,36,854718,5.81,42.64
CO01688,2021,services,29,25860,1.83,17.11
CO01689,2024,healthcare,14,1658374,0.24,28.79
CO01690,2023,retail,5,84055,21.58,29.04
CO01691,2021,services,138,1494748,13.6,31.64
CO01692,2022,services,27,2870087,1.37,38.0
CO01693,2023,tech,22,200582,28.17,50.24
CO01694,2021,services,17,64367,19.97,38.03
CO01695,2022,tech,116,9696723,7.93,61.6
CO01696,2021,healthcare,80,2535304,13.16,33.42
CO01697,2023,tech,13,599560,14.68,42.56
CO01698,2023,tech,106,8342350,17.1,53.86
CO01699,2024,manufacturing,29,522574,25.72,40.4
CO01700,2016,tech,18,127897,17.7,50.56
CO01701,2021,tech,25,59670,29.36,66.35
CO01702,2010,tech,15,356611,21.8,53.18
CO01703,2021,retail,9,2070790,29.66,26.11
CO01704,2021,manufacturing,72,7127837,16.52,30.09
CO01705,2022,tech,27,463712,20.35,45.18
CO01706,2019,tech,61,5006511,22.14,63.21
CO01707,2017,services,44,288214,22.64,47.36
CO01708,2022,retail,57,92670,0.73,9.09
CO01709,2014,services,5,32447,3.82,39.98
CO01710,2024,healthcare,14,160736,6.83,44.75
CO01711,2022,tech,59,34985,8.14,36.67
CO01712,2024,healthcare,9,24618857,27.16,53.02
CO01713,2022,services,48,1065114,21.68,51.71
CO01714,2016,healthcare,8,365408,4.3,21.43
CO01715,2023,manufacturing,34,13852877,12.79,33.33
CO01716,2022,tech,166,32710,7.29,43.23
CO01717,2023,healthcare,72,336285,24.9,44.13
CO01718,2023,manufacturing,5,24139198,27.53,44.15
CO01719,2016,tech,77,331677,4.93,40.46
CO01720,2021,tech,205,50000000,12.5,38.05
CO01721,2021,retail,500,2129099,28.59,15.31
CO01722,2010,retail,53,6027553,19.71,42.16
CO01723,2019,manufacturing,8,6387092,26.04,31.42
CO01724,2016,manufacturing,51,443833,10.73,11.73
CO01725,2024,healthcare,163,166637,6.29,32.03
CO01726,2020,healthcare,27,351202,20.74,40.51
CO01727,2024,services,94,61459,4.12,16.94
CO01728,2021,services,14,387733,25.2,43.06
CO01729,2024,healthcare,48,438531,22.65,51.13
CO01730,2018,retail,5,12974156,9.15,34.19
CO01731,2022,manufacturing,13,1449242,14.96,20.45
CO01732,2014,services,33,49885209,23.98,50.79
CO01733,2023,retail,23,10000,28.05,42.44
CO01734,2024,healthcare,9,38789,10.56,55.3
CO01735,2018,retail,20,217359,23.7,47.33
CO01736,2015,tech,46,8753716,5.83,37.21
CO01737,2018,retail,30,355345,27.11,44.56
CO01738,2022,healthcare,35,23490,20.59,43.02
CO01739,2017,retail,69,270966,4.58,15.32
CO01740,2013,retail,23,40328,22.19,35.17
CO01741,2015,healthcare,129,27248,21.72,53.3
CO01742,2024,tech,12,24098391,22.27,65.62
CO01743,2018,tech,228,218990,10.35,27.7
CO01744,2015,healthcare,101,625499,22.19,43.18
CO01745,2017,retail,23,367356,24.8,40.79
CO01746,2020,tech,25,267535,10.41,30.36
CO01747,2024,manufacturing,41,82345,6.24,6.5
CO01748,2021,services,60,237691,26.64,42.01
CO01749,2023,services,99,868454,18.62,38.1
CO01750,2013,tech,9,7551604,13.81,35.84
CO01751,2017,retail,51,2942797,26.39,42.13
CO01752,2021,services,5,38633,4.08,38.21
CO01753,2023,services,28,3194895,24.32,42.27
CO01754,2023,services,142,1144955,14.72,33.9
CO01755,2023,retail,8,126824,1.28,28.99
CO01756,2018,healthcare,7,636789,29.18,53.86
CO01757,2023,tech,41,1389666,23.34,38.65
CO01758,2019,healthcare,133,486069,6.44,26.37
CO01759,2024,healthcare,46,1156011,27.71,45.6
CO01760,2020,services,5,78755,28.06,35.47
CO01761,2016,manufacturing,6,23811139,24.01,48.88
CO01762,2023,retail,37,10000,3.82,26.56
CO01763,2017,manufacturing,10,1405217,5.59,15.5
CO01764,2018,tech,38,921287,22.62,49.56
CO01765,2019,retail,40,1600596,27.41,48.29
CO01766,2019,services,20,107286,6.45,26.15
CO01767,2021,manufacturing,203,4585428,13.82,29.01
CO01768,2024,manufacturing,60,356481,4.64,31.33
CO01769,2023,manufacturing,111,41256,14.34,30.21
CO01770,2023,tech,83,49532,19.28,45.74
CO01771,2017,healthcare,29,567735,0.56,45.03
CO01772,2012,healthcare,27,18159,19.29,36.16
CO01773,2022,retail,25,16207942,19.19,58.4
CO01774,2024,retail,65,3605036,13.65,34.27
CO01775,2023,services,17,17084610,26.86,56.91
CO01776,2018,tech,186,13836865,4.04,36.42
CO01777,2019,tech,16,218859,1.54,43.88
CO01778,2015,healthcare,41,77756,14.87,43.66
CO01779,2020,tech,26,10000,15.99,35.58
CO01780,2024,manufacturing,21,196325,8.0,15.12
CO01781,2018,healthcare,291,15116625,28.85,40.99
CO01782,2024,services,21,84482,7.61,40.42
CO01783,2023,retail,24,290732,8.1,13.53
CO01784,2023,tech,17,145926,24.33,47.85
CO01785,2021,services,35,936580,27.68,54.42
CO01786,2010,manufacturing,30,5793049,16.08,20.67
CO01787,2020,healthcare,11,20365,0.57,41.78
CO01788,2024,services,22,29865,10.66,22.79
CO01789,2020,tech,61,8651472,6.72,37.76
CO01790,2018,retail,92,1916734,15.33,30.17
CO01791,2024,services,34,263349,20.48,53.85
CO01792,2016,services,35,13445641,11.77,34.06
CO01793,2018,services,23,28852,16.12,20.6
CO01794,2011,retail,20,2848852,22.8,27.22
CO01795,2021,retail,13,385973,7.38,36.06
CO01796,2023,retail,7,1488214,5.88,18.88
CO01797,2023,services,16,10000,24.17,47.0
CO01798,2016,tech,82,262654,1.11,37.81
CO01799,2021,healthcare,22,1931086,4.52,38.49
CO01800,2022,retail,23,389780,0.37,27.09
CO01801,2017,manufacturing,23,5447108,16.66,24.62
CO01802,2023,retail,115,5094183,18.0,34.04
CO01803,2010,manufacturing,13,65047,15.93,16.2
CO01804,2012,services,44,2299001,12.43,47.82
CO01805,2021,tech,31,60759,15.87,36.69
CO01806,2019,manufacturing,35,492884,5.82,25.75
CO01807,2023,tech,42,1643364,24.79,44.61
CO01808,2020,tech,35,83235,29.42,47.64
CO01809,2017,services,73,2134733,16.22,34.69
CO01810,2023,manufacturing,32,161020,11.23,47.57
CO01811,2020,services,189,138497,23.75,33.41
CO01812,2021,retail,35,1818098,5.79,22.22
CO01813,2012,retail,6,83121,9.62,24.61
CO01814,2014,manufacturing,63,75081,28.2,18.01
CO01815,2024,tech,49,3549481,5.59,42.63
CO01816,2019,healthcare,34,549692,3.36,50.99
CO01817,2019,retail,26,24143,16.39,31.95
CO01818,2023,services,5,2449226,17.62,48.49
CO01819,2024,tech,5,196181,17.91,41.1
CO01820,2024,services,172,26741,4.93,21.19
CO01821,2024,retail,18,10000,21.63,32.78
CO01822,2023,retail,87,2694783,7.27,22.12
CO01823,2011,manufacturing,7,79234,28.44,35.68
CO01824,2021,tech,12,36765,6.84,45.48
CO01825,2017,tech,65,1589302,0.52,44.14
CO01826,2016,services,30,2216817,17.04,38.65
CO01827,2019,retail,57,91655,6.09,33.2
CO01828,2023,manufacturing,33,2744971,18.86,28.84
CO01829,2024,services,27,26957870,6.88,35.1
CO01830,2015,services,17,6539207,12.84,51.1
CO01831,2014,services,10,4790350,5.39,26.9
CO01832,2019,healthcare,135,829234,12.86,23.76
CO01833,2022,services,159,182145,4.1,18.28
CO01834,2024,retail,12,395627,10.14,33.15
CO01835,2021,retail,11,1068197,5.97,39.47
CO01836,2024,healthcare,23,35773,24.48,38.62
CO01837,2011,manufacturing,47,94962,21.88,42.33
CO01838,2012,manufacturing,28,25450,5.0,18.77
CO01839,2018,healthcare,55,708123,2.49,34.29
CO01840,2017,retail,32,522357,0.77,18.1
CO01841,2022,retail,30,119920,6.8,41.84
CO01842,2014,tech,370,2282994,14.41,33.77
CO01843,2022,tech,20,54764,12.0,32.64
CO01844,2014,services,171,111338,29.14,56.34
CO01845,2021,manufacturing,141,2107584,23.77,31.87
CO01846,2016,retail,55,2835224,2.35,33.19
CO01847,2020,retail,5,90088,4.77,39.33
CO01848,2023,services,34,703684,0.8,35.11
CO01849,2015,tech,20,93189,4.15,47.8
CO01850,2019,services,34,298140,15.88,37.14
CO01851,2024,healthcare,11,589880,2.3,42.53
CO01852,2010,manufacturing,71,1356925,1.8,19.73
CO01853,2024,manufacturing,89,834942,3.54,19.41
CO01854,2022,manufacturing,107,764001,20.08,27.97
CO01855,2022,tech,23,51174,0.58,34.21
CO01856,2022,services,11,961791,29.09,49.67
CO01857,2021,retail,47,1331918,11.42,34.77
CO01858,2013,manufacturing,192,1754806,10.1,26.17
CO01859,2018,tech,35,104920,14.24,49.71
CO01860,2021,healthcare,52,2761187,15.54,59.49
CO01861,2014,retail,26,31746,12.6,36.12
CO01862,2021,tech,20,186906,14.59,44.4
CO01863,2017,services,64,254985,10.19,36.1
CO01864,2017,healthcare,30,35425,9.66,47.5
CO01865,2023,manufacturing,50,247354,0.82,10.71
CO01866,2024,tech,55,688976,20.15,65.12
CO01867,2016,healthcare,47,11481,18.52,32.4
CO01868,2022,retail,58,200912,20.06,39.56
CO01869,2024,retail,14,13402,28.23,35.01
CO01870,2014,services,13,26247401,14.19,41.67
CO01871,2023,retail,32,676699,26.45,27.63
CO01872,2023,tech,33,569013,13.32,53.5
CO01873,2020,services,20,703727,14.33,27.22
CO01874,2021,retail,42,1482204,18.99,23.32
CO01875,2022,healthcare,82,3129268,6.48,47.19
CO01876,2021,tech,109,19397,6.52,50.06
CO01877,2022,healthcare,136,6079026,15.29,35.61
CO01878,2018,services,9,5344885,2.06,42.28
CO01879,2016,retail,10,387436,7.1,34.96
CO01880,2020,manufacturing,25,348900,23.8,30.48
CO01881,2024,healthcare,36,10000,13.91,47.25
CO01882,2022,tech,26,36754,0.8,35.67
CO01883,2016,healthcare,19,1248806,1.82,41.14
CO01884,2018,manufacturing,24,4882827,27.59,26.29
CO01885,2024,healthcare,54,1900587,28.7,39.85
CO01886,2010,retail,9,380244,19.23,44.03
CO01887,2021,services,345,20826679,5.55,28.61
CO01888,2011,healthcare,34,3303031,11.04,41.03
CO01889,2022,retail,95,201258,9.16,40.7
CO01890,2022,tech,19,34768463,23.55,72.03
CO01891,2024,retail,59,49398,16.11,32.18
CO01892,2024,manufacturing,37,23302,23.39,15.64
CO01893,2011,services,78,190572,10.82,30.99
CO01894,2019,manufacturing,27,97024,26.09,24.08
CO01895,2021,healthcare,156,213232,12.87,35.64
CO01896,2023,manufacturing,7,2182936,12.52,21.01
CO01897,2022,services,86,413346,14.67,24.84
CO01898,2018,healthcare,37,435132,17.75,24.87
CO01899,2021,healthcare,12,497638,26.82,50.01
CO01900,2023,retail,233,10000,13.73,0.21
CO01901,2023,retail,210,21364,27.9,24.95
CO01902,2018,services,5,204715,11.81,40.94
CO01903,2023,manufacturing,40,81972,9.74,16.07
CO01904,2024,manufacturing,67,278291,8.85,13.11
CO01905,2018,services,52,7335651,0.63,31.66
CO01906,2023,services,151,381208,25.47,30.49
CO01907,2024,healthcare,122,31434,2.38,30.22
CO01908,2022,retail,43,90562,10.03,18.73
CO01909,2023,services,323,13539905,7.51,24.7
CO01910,2021,retail,85,9482778,22.33,34.27
CO01911,2021,healthcare,23,1456803,27.98,50.01
CO01912,2021,tech,19,19438,24.5,61.42
CO01913,2022,services,115,817176,9.6,33.13
CO01914,2023,tech,15,953022,13.67,51.79
CO01915,2023,healthcare,22,465599,7.41,33.49
CO01916,2022,healthcare,26,141489,27.72,48.84
CO01917,2019,healthcare,47,214215,3.56,32.43
CO01918,2021,services,27,123077,28.56,42.5
CO01919,2022,manufacturing,9,44795,24.41,34.89
CO01920,2023,retail,106,6796889,21.35,31.31
CO01921,2020,healthcare,22,2583427,23.22,45.26
CO01922,2023,manufacturing,250,250231,10.18,11.11
CO01923,2018,healthcare,45,894800,8.88,35.04
CO01924,2014,services,118,964535,11.44,33.92
CO01925,2023,services,62,47954687,5.45,33.56
CO01926,2020,retail,123,2533563,22.39,45.95
CO01927,2024,manufacturing,59,2349091,14.25,48.8
CO01928,2020,manufacturing,42,477329,26.57,27.75
CO01929,2015,services,99,185563,26.35,41.12
CO01930,2024,services,398,7028054,4.68,28.64
CO01931,2017,tech,25,1630739,6.56,42.32
CO01932,2012,retail,73,84197,12.32,18.89
CO01933,2018,tech,33,1096608,3.56,56.05
CO01934,2022,manufacturing,55,2361416,20.68,36.24
CO01935,2018,services,35,10000,22.13,38.27
CO01936,2021,retail,5,69928,21.64,45.61
CO01937,2019,services,27,913948,14.11,43.61
CO01938,2019,tech,90,10000,25.3,44.72
CO01939,2020,healthcare,15,12935,18.18,32.04
CO01940,2021,services,83,257577,29.81,37.59
CO01941,2021,services,40,1182437,24.46,52.05
CO01942,2024,services,27,1297003,21.67,47.1
CO01943,2019,retail,82,10478112,3.7,26.47
CO01944,2021,healthcare,65,521532,24.98,59.82
CO01945,2024,services,50,209964,9.17,31.03
CO01946,2023,tech,91,32379,12.57,48.01
CO01947,2020,healthcare,41,204995,13.88,41.74
CO01948,2014,services,6,1821295,9.94,52.49
CO01949,2021,retail,23,1993583,3.25,34.14
CO01950,2023,healthcare,5,751057,5.98,39.39
CO01951,2022,retail,64,1321436,24.1,34.97
CO01952,2018,services,81,5681734,19.57,40.09
CO01953,2024,services,85,514290,28.29,35.72
CO01954,2018,healthcare,54,6815007,24.63,38.1
CO01955,2015,manufacturing,87,103435,12.07,23.88
CO01956,2022,healthcare,7,382092,23.59,42.67
CO01957,2022,retail,30,169114,17.29,27.6
CO01958,2020,healthcare,8,2159549,8.59,40.77
CO01959,2015,retail,23,58164,29.25,37.29
CO01960,2021,healthcare,167,232458,27.85,42.13
CO01961,2024,services,99,10728,3.37,37.77
CO01962,2017,services,64,1452435,25.18,47.36
CO01963,2024,tech,28,5355210,2.33,60.5
CO01964,2024,manufacturing,12,2734381,27.86,32.72
CO01965,2022,tech,40,2247334,18.72,56.58
CO01966,2022,healthcare,101,2370948,5.0,33.01
CO01967,2018,retail,50,1792976,24.52,33.05
CO01968,2023,healthcare,7,1511769,15.47,61.69
CO01969,2024,healthcare,37,1719986,1.79,30.5
CO01970,2024,tech,5,119209,23.95,32.95
CO01971,2023,services,74,296443,23.65,33.32
CO01972,2023,retail,17,509144,14.46,16.25
CO01973,2023,tech,10,226067,21.93,42.75
CO01974,2017,retail,75,19290,1.2,12.57
CO01975,2024,manufacturing,58,37420,9.54,20.37
CO01976,2018,healthcare,42,700782,20.2,28.18
CO01977,2021,services,296,2707542,6.92,33.96
CO01978,2022,retail,62,450757,13.51,14.89
CO01979,2020,retail,17,50000000,27.96,43.55
CO01980,2019,retail,56,70296,24.8,30.96
CO01981,2021,services,25,1077209,16.74,45.64
CO01982,2024,manufacturing,118,5852650,17.3,30.44
CO01983,2017,tech,44,3727894,26.61,64.2
CO01984,2020,tech,48,1639880,25.89,50.31
CO01985,2022,tech,8,3762175,2.65,40.46
CO01986,2024,healthcare,35,494246,13.97,44.62
CO01987,2019,manufacturing,31,12308042,5.73,34.45
CO01988,2024,manufacturing,12,5759252,2.5,31.05
CO01989,2021,services,27,80462,8.77,34.43
CO01990,2019,tech,51,841663,18.32,50.35
CO01991,2023,tech,33,20038,23.83,47.19
CO01992,2022,retail,8,9281910,27.37,45.9
CO01993,2015,retail,25,692776,12.69,47.76
CO01994,2013,services,21,6566855,12.67,37.39
CO01995,2018,healthcare,40,355501,4.6,33.12
CO01996,2024,services,36,10801,5.85,24.1
CO01997,2015,healthcare,22,50000000,3.07,45.04
CO01998,2022,manufacturing,21,575029,29.28,17.74
CO01999,2021,retail,35,59849,3.83,22.63
CO02000,2019,retail,87,4375470,22.7,43.27
