customer_id,tenure_months,monthly_charges,contract_type,payment_method,num_support_tickets,account_closure_reason,last_contact_before_churn_days,churned
C03816,6,70.58,monthly,check,14,price,7.0,1
C03817,33,73.15,monthly,check,14,competitor,59.0,1
C03818,58,90.65,monthly,bank,7,,,0
C03819,46,68.87,1-year,card,10,,,0
C03820,65,80.03,monthly,check,11,other,51.0,1
C03821,10,43.09,monthly,card,3,,,0
C03822,1,57.85,monthly,bank,7,service,35.0,1
C03823,40,106.52,1-year,card,8,,,0
C03824,13,30.99,2-year,card,5,,,0
C03825,43,79.76,monthly,card,7,,,0
C03826,66,38.43,monthly,card,7,,,0
C03827,25,104.65,1-year,auto,0,,,0
C03828,40,77.9,monthly,auto,12,,,0
C03829,50,60.3,2-year,auto,14,,,0
C03830,11,44.98,2-year,card,12,,,0
C03831,65,63.68,1-year,auto,14,,,0
C03832,15,115.76,2-year,check,6,,,0
C03833,59,70.92,monthly,auto,0,price,2.0,1
C03834,48,66.95,monthly,auto,4,other,10.0,1
C03835,11,94.63,monthly,bank,13,service,14.0,1
C03836,53,57.9,monthly,check,2,competitor,13.0,1
C03837,15,62.74,monthly,check,8,price,43.0,1
C03838,44,53.69,monthly,bank,0,,,0
C03839,70,35.09,1-year,bank,5,,,0
C03840,69,91.38,monthly,card,1,,,0
C03841,63,107.3,1-year,card,1,,,0
C03842,36,110.56,monthly,auto,2,other,27.0,1
C03843,41,108.08,monthly,check,8,,,0
C03844,22,65.18,monthly,check,11,other,35.0,1
C03845,67,48.41,1-year,check,4,,,0
C03846,35,83.79,1-year,bank,13,,,0
C03847,56,115.47,1-year,card,6,,,0
C03848,26,92.71,monthly,auto,11,,,0
C03849,54,69.48,monthly,auto,8,,,0
C03850,17,88.88,2-year,card,11,,,0
C03851,53,97.25,monthly,auto,15,other,52.0,1
C03852,4,111.93,monthly,bank,15,service,35.0,1
C03853,8,96.32,monthly,check,9,service,27.0,1
C03854,26,63.32,monthly,card,15,price,36.0,1
C03855,35,47.36,monthly,bank,11,service,50.0,1
C03856,52,69.99,monthly,card,4,,,0
C03857,26,52.82,1-year,auto,14,service,22.0,1
C03858,2,114.28,2-year,bank,2,,,0
C03859,24,70.8,monthly,bank,7,competitor,19.0,1
C03860,32,67.21,monthly,check,2,,,0
C03861,40,54.82,2-year,auto,12,,,0
C03862,47,83.94,monthly,bank,14,,,0
C03863,18,72.01,2-year,check,13,,,0
C03864,44,32.9,monthly,check,1,,,0
C03865,46,106.92,1-year,bank,4,,,0
C03866,56,55.9,2-year,auto,5,,,0
C03867,38,63.26,monthly,card,1,,,0
C03868,59,40.57,2-year,auto,8,,,0
C03869,16,75.34,1-year,bank,0,,,0
C03870,52,90.21,2-year,card,9,price,6.0,1
C03871,4,108.12,monthly,auto,9,competitor,20.0,1
C03872,8,25.16,monthly,auto,9,other,42.0,1
C03873,63,117.33,monthly,auto,14,,,0
C03874,35,90.38,2-year,card,12,,,0
C03875,45,48.43,monthly,auto,4,,,0
C03876,44,40.45,monthly,check,9,,,0
C03877,51,49.61,2-year,auto,12,,,0
C03878,18,107.57,monthly,bank,13,service,35.0,1
C03879,13,49.14,1-year,auto,10,,,0
C03880,4,66.28,monthly,check,1,,,0
C03881,63,90.57,1-year,bank,6,,,0
C03882,17,107.2,monthly,card,13,competitor,10.0,1
C03883,42,85.86,monthly,auto,1,,,0
C03884,33,95.31,1-year,check,9,,,0
C03885,12,37.33,monthly,card,8,competitor,30.0,1
C03886,30,107.74,monthly,card,3,price,15.0,1
C03887,6,47.57,monthly,auto,5,,,0
C03888,13,32.84,1-year,card,15,service,25.0,1
C03889,11,117.62,monthly,card,9,price,34.0,1
C03890,60,40.16,monthly,check,15,,,0
C03891,41,33.67,monthly,auto,7,,,0
C03892,67,82.6,monthly,bank,13,competitor,50.0,1
C03893,32,51.89,1-year,check,9,,,0
C03894,15,33.33,monthly,check,14,other,25.0,1
C03895,44,80.11,2-year,check,5,,,0
C03896,67,95.9,1-year,check,6,,,0
C03897,39,99.32,2-year,card,0,,,0
C03898,2,35.55,1-year,check,3,,,0
C03899,22,75.69,monthly,card,2,,,0
C03900,67,101.37,2-year,check,2,,,0
C03901,38,36.11,1-year,auto,4,,,0
C03902,69,40.77,1-year,auto,13,,,0
C03903,37,20.24,monthly,card,6,,,0
C03904,1,72.46,monthly,auto,13,other,17.0,1
C03905,63,39.47,1-year,bank,13,,,0
C03906,55,92.42,monthly,card,15,competitor,48.0,1
C03907,52,116.22,1-year,check,8,,,0
C03908,70,40.88,monthly,check,13,price,3.0,1
C03909,15,84.91,1-year,bank,6,,,0
C03910,66,41.18,monthly,check,10,,,0
C03911,17,21.8,monthly,check,12,,,0
C03912,70,95.86,monthly,card,2,,,0
C03913,14,63.4,2-year,check,0,,,0
C03914,40,114.68,1-year,bank,2,,,0
C03915,57,73.43,2-year,card,11,,,0
C03916,6,35.75,1-year,bank,7,,,0
C03917,5,64.98,1-year,auto,4,service,28.0,1
C03918,62,40.29,1-year,check,12,,,0
C03919,5,107.8,2-year,bank,0,,,0
C03920,45,89.09,2-year,bank,2,,,0
C03921,68,54.12,1-year,auto,7,price,21.0,1
C03922,45,72.78,monthly,check,14,service,38.0,1
C03923,35,86.95,1-year,auto,11,,,0
C03924,31,98.29,monthly,check,10,price,21.0,1
C03925,46,28.01,monthly,auto,11,,,0
C03926,42,22.25,1-year,check,4,,,0
C03927,37,31.45,2-year,bank,7,,,0
C03928,12,59.5,monthly,bank,14,price,37.0,1
C03929,48,66.67,monthly,card,11,price,38.0,1
C03930,54,33.65,2-year,auto,9,,,0
C03931,52,61.12,monthly,auto,1,,,0
C03932,6,64.16,monthly,check,11,service,24.0,1
C03933,51,30.91,1-year,bank,5,,,0
C03934,53,111.67,2-year,card,6,,,0
C03935,14,79.91,1-year,check,10,other,23.0,1
C03936,62,58.85,1-year,card,6,,,0
C03937,38,70.69,monthly,check,9,price,58.0,1
C03938,35,51.42,monthly,bank,0,,,0
C03939,53,105.43,1-year,auto,2,,,0
C03940,37,77.5,2-year,auto,8,,,0
C03941,40,69.49,monthly,card,15,price,43.0,1
C03942,23,111.09,monthly,bank,12,price,50.0,1
C03943,67,103.8,monthly,auto,6,,,0
C03944,70,101.28,monthly,card,15,other,46.0,1
C03945,10,42.56,monthly,check,4,,,0
C03946,53,35.31,monthly,card,14,competitor,60.0,1
C03947,2,89.01,1-year,bank,6,service,6.0,1
C03948,27,66.86,monthly,card,1,service,41.0,1
C03949,70,88.37,1-year,card,0,,,0
C03950,13,96.06,1-year,bank,15,service,15.0,1
C03951,28,49.53,2-year,card,10,,,0
C03952,16,48.47,2-year,auto,2,,,0
C03953,53,69.08,monthly,check,15,,,0
C03954,34,47.35,monthly,bank,0,,,0
C03955,43,86.73,1-year,bank,5,other,17.0,1
C03956,68,94.67,monthly,auto,11,service,39.0,1
C03957,38,67.2,monthly,auto,0,,,0
C03958,53,92.38,monthly,card,14,,,0
C03959,8,71.04,2-year,check,10,,,0
C03960,16,91.29,monthly,bank,15,competitor,38.0,1
C03961,69,42.5,monthly,auto,13,,,0
C03962,62,93.88,monthly,auto,13,,,0
C03963,48,91.51,1-year,check,3,,,0
C03964,28,46.66,monthly,check,3,competitor,16.0,1
C03965,15,75.6,2-year,card,3,,,0
C03966,62,105.53,1-year,auto,2,,,0
C03967,57,44.95,monthly,check,10,,,0
C03968,18,93.6,monthly,bank,0,,,0
C03969,43,115.4,2-year,card,6,,,0
C03970,45,106.62,1-year,check,9,,,0
C03971,35,60.15,monthly,bank,8,price,11.0,1
C03972,67,80.72,monthly,check,7,,,0
C03973,9,119.18,monthly,bank,3,,,0
C03974,19,76.84,monthly,card,1,other,5.0,1
C03975,7,31.5,monthly,bank,15,other,41.0,1
C03976,50,24.54,monthly,auto,7,,,0
C03977,47,99.03,monthly,auto,9,,,0
C03978,72,62.36,2-year,bank,9,,,0
C03979,40,44.68,1-year,auto,5,service,1.0,1
C03980,11,54.77,2-year,card,11,,,0
C03981,33,95.74,1-year,auto,6,,,0
C03982,7,66.52,1-year,auto,6,service,23.0,1
C03983,49,106.85,monthly,card,12,service,57.0,1
C03984,49,93.49,1-year,check,5,,,0
C03985,62,117.4,monthly,bank,11,,,0
C03986,25,108.85,1-year,auto,10,,,0
C03987,23,45.45,2-year,card,0,,,0
C03988,6,85.91,2-year,auto,10,,,0
C03989,30,22.05,monthly,auto,12,competitor,2.0,1
C03990,35,119.11,1-year,bank,4,service,12.0,1
C03991,55,46.1,monthly,bank,14,,,0
C03992,55,86.48,monthly,check,0,,,0
C03993,11,104.92,monthly,card,2,,,0
C03994,21,36.05,monthly,auto,15,,,0
C03995,37,104.79,1-year,card,13,,,0
C03996,25,21.22,monthly,card,12,price,45.0,1
C03997,2,64.2,monthly,check,9,price,55.0,1
C03998,61,67.2,2-year,bank,3,,,0
C03999,53,57.41,1-year,card,7,,,0
C04000,38,78.64,monthly,auto,9,price,56.0,1
C04001,23,111.48,1-year,card,1,,,0
C04002,61,52.7,1-year,card,9,,,0
C04003,3,77.93,monthly,check,1,other,25.0,1
C04004,33,107.75,1-year,auto,2,,,0
C04005,58,97.3,2-year,card,2,,,0
C04006,69,24.07,monthly,bank,3,,,0
C04007,19,114.28,monthly,auto,1,price,5.0,1
C04008,47,24.66,monthly,auto,15,other,18.0,1
C04009,14,78.88,2-year,card,12,,,0
C04010,9,77.54,monthly,check,8,competitor,10.0,1
C04011,26,98.64,monthly,auto,5,,,0
C04012,64,34.84,2-year,check,3,,,0
C04013,50,37.94,1-year,check,15,,,0
C04014,36,95.21,monthly,auto,12,other,16.0,1
C04015,21,34.95,monthly,bank,12,competitor,43.0,1
C04016,11,66.94,monthly,card,7,price,30.0,1
C04017,20,93.16,2-year,check,0,,,0
C04018,11,85.12,monthly,check,10,other,41.0,1
C04019,14,41.06,monthly,auto,7,price,34.0,1
C04020,50,50.4,1-year,auto,4,,,0
C04021,10,116.9,monthly,bank,5,competitor,58.0,1
C04022,4,64.87,monthly,auto,0,,,0
C04023,40,24.45,2-year,card,13,,,0
C04024,21,41.96,monthly,auto,2,service,7.0,1
C04025,33,54.24,2-year,card,13,,,0
C04026,11,119.95,1-year,check,15,other,26.0,1
C04027,16,50.27,monthly,check,0,,,0
C04028,32,22.64,1-year,check,9,,,0
C04029,50,71.29,1-year,auto,1,,,0
C04030,30,28.36,1-year,check,13,,,0
C04031,40,47.41,1-year,card,8,competitor,60.0,1
C04032,38,119.24,monthly,check,0,competitor,20.0,1
C04033,20,90.46,monthly,bank,12,service,56.0,1
C04034,21,25.07,1-year,check,12,,,0
C04035,31,64.87,monthly,bank,14,price,26.0,1
C04036,3,37.16,monthly,card,7,service,48.0,1
C04037,50,32.29,monthly,check,14,,,0
C04038,45,78.71,monthly,card,10,other,52.0,1
C04039,23,70.57,1-year,bank,8,,,0
C04040,27,94.29,2-year,check,5,,,0
C04041,24,109.23,2-year,auto,4,,,0
C04042,47,44.67,monthly,bank,9,,,0
C04043,55,112.3,monthly,bank,11,other,39.0,1
C04044,8,71.8,2-year,bank,0,,,0
C04045,30,45.88,monthly,check,6,,,0
C04046,1,104.58,1-year,card,0,other,55.0,1
C04047,33,23.55,1-year,check,6,,,0
C04048,18,75.95,monthly,auto,12,other,50.0,1
C04049,25,92.16,monthly,card,11,competitor,7.0,1
C04050,33,48.0,1-year,auto,1,,,0
C04051,24,106.35,monthly,check,11,service,27.0,1
C04052,29,44.03,2-year,check,0,,,0
C04053,56,103.99,1-year,check,0,competitor,26.0,1
C04054,59,27.85,monthly,auto,14,,,0
C04055,1,35.99,1-year,check,0,,,0
C04056,28,58.1,monthly,auto,4,service,13.0,1
C04057,61,105.41,monthly,bank,2,,,0
C04058,39,34.46,2-year,card,9,,,0
C04059,15,107.54,1-year,check,8,,,0
C04060,43,42.97,1-year,card,13,,,0
C04061,11,65.25,2-year,card,15,,,0
C04062,2,55.27,1-year,card,11,,,0
C04063,46,31.81,monthly,bank,7,,,0
C04064,38,114.43,monthly,card,0,competitor,30.0,1
C04065,55,63.82,monthly,check,14,competitor,9.0,1
C04066,25,89.03,monthly,check,8,competitor,31.0,1
C04067,62,77.53,monthly,card,3,,,0
C04068,31,70.17,1-year,bank,8,,,0
C04069,54,81.66,monthly,auto,6,,,0
C04070,8,109.83,1-year,auto,5,,,0
C04071,7,89.93,2-year,card,7,,,0
C04072,57,73.25,2-year,check,12,,,0
C04073,61,84.52,monthly,bank,2,,,0
C04074,68,80.64,2-year,bank,15,,,0
C04075,24,63.31,2-year,check,0,,,0
C04076,2,82.48,monthly,auto,2,competitor,22.0,1
C04077,71,64.36,monthly,check,10,,,0
C04078,44,95.76,monthly,auto,2,competitor,15.0,1
C04079,18,116.89,1-year,auto,12,price,55.0,1
C04080,55,115.99,1-year,auto,11,,,0
C04081,66,102.07,monthly,auto,6,,,0
C04082,21,80.18,1-year,auto,7,competitor,58.0,1
C04083,56,94.93,monthly,bank,15,,,0
C04084,57,37.8,monthly,auto,12,,,0
C04085,37,67.9,2-year,auto,10,,,0
C04086,46,45.73,2-year,check,2,,,0
C04087,20,20.35,1-year,check,9,,,0
C04088,67,116.67,monthly,auto,0,,,0
C04089,71,106.38,monthly,card,4,service,3.0,1
C04090,71,71.37,monthly,card,11,,,0
C04091,54,45.42,monthly,auto,6,,,0
C04092,4,89.3,monthly,check,15,service,24.0,1
C04093,27,63.48,2-year,check,15,,,0
C04094,33,100.33,1-year,check,1,,,0
C04095,70,119.95,monthly,check,14,competitor,16.0,1
C04096,40,54.91,monthly,card,13,competitor,43.0,1
C04097,39,44.44,monthly,bank,1,,,0
C04098,11,46.74,monthly,card,6,other,60.0,1
C04099,58,29.33,1-year,bank,15,,,0
C04100,25,59.4,monthly,card,0,other,19.0,1
C04101,7,21.74,2-year,auto,0,,,0
C04102,72,31.44,monthly,bank,8,,,0
C04103,14,47.17,monthly,check,15,service,36.0,1
C04104,2,35.99,2-year,card,4,,,0
C04105,6,93.22,monthly,card,12,competitor,18.0,1
C04106,33,30.56,monthly,bank,11,other,13.0,1
C04107,8,106.6,1-year,auto,2,,,0
C04108,61,42.11,monthly,auto,4,price,50.0,1
C04109,37,30.86,monthly,check,9,,,0
C04110,24,21.01,monthly,check,7,,,0
C04111,1,91.52,monthly,check,3,other,3.0,1
C04112,35,45.66,1-year,check,3,,,0
C04113,11,70.95,monthly,check,8,price,33.0,1
C04114,71,31.16,1-year,card,13,,,0
C04115,21,118.53,2-year,bank,6,,,0
C04116,35,32.54,monthly,auto,14,price,2.0,1
C04117,2,61.19,monthly,bank,10,competitor,26.0,1
C04118,10,105.16,monthly,card,6,other,48.0,1
C04119,15,44.49,monthly,check,11,other,29.0,1
C04120,4,46.7,monthly,bank,7,competitor,41.0,1
C04121,53,100.85,1-year,check,12,,,0
C04122,69,47.33,monthly,check,15,,,0
C04123,71,20.29,monthly,check,12,,,0
C04124,20,62.79,1-year,auto,2,price,46.0,1
C04125,57,21.25,2-year,check,1,,,0
C04126,37,110.98,monthly,auto,12,service,23.0,1
C04127,4,84.18,monthly,card,13,other,14.0,1
C04128,7,78.3,2-year,auto,9,other,56.0,1
C04129,40,40.16,monthly,bank,3,,,0
C04130,31,89.99,1-year,check,14,,,0
C04131,1,87.73,1-year,card,7,service,23.0,1
C04132,67,26.05,1-year,check,4,,,0
C04133,53,108.08,monthly,card,5,other,8.0,1
C04134,37,77.94,monthly,check,4,service,47.0,1
C04135,72,99.25,monthly,card,4,,,0
C04136,70,46.29,1-year,card,5,,,0
C04137,71,32.2,1-year,card,10,,,0
C04138,19,90.24,1-year,bank,0,,,0
C04139,64,99.39,2-year,auto,5,,,0
C04140,37,58.6,2-year,auto,2,,,0
C04141,53,22.37,1-year,card,10,,,0
C04142,62,101.83,monthly,auto,15,service,21.0,1
C04143,12,40.61,monthly,check,12,price,31.0,1
C04144,33,53.9,1-year,bank,3,,,0
C04145,10,82.82,1-year,auto,8,service,53.0,1
C04146,21,30.0,monthly,card,0,,,0
C04147,30,27.2,1-year,card,6,,,0
C04148,62,22.57,monthly,card,4,,,0
C04149,63,111.66,monthly,card,8,,,0
C04150,29,51.14,2-year,bank,6,,,0
C04151,24,86.07,monthly,card,10,service,56.0,1
C04152,39,118.92,1-year,card,8,,,0
C04153,66,86.95,1-year,bank,15,,,0
C04154,71,72.51,1-year,check,1,,,0
C04155,17,72.09,monthly,auto,15,service,1.0,1
C04156,14,57.69,1-year,card,12,,,0
C04157,51,79.98,monthly,check,11,competitor,23.0,1
C04158,22,115.88,1-year,card,13,competitor,45.0,1
C04159,15,98.8,monthly,auto,0,price,58.0,1
C04160,3,62.42,2-year,bank,3,,,0
C04161,30,53.24,1-year,auto,0,,,0
C04162,29,108.35,monthly,auto,12,,,0
C04163,41,33.58,monthly,bank,5,,,0
C04164,15,104.96,monthly,bank,5,price,22.0,1
C04165,52,45.51,1-year,bank,9,,,0
C04166,49,91.56,1-year,bank,6,,,0
C04167,34,100.62,1-year,bank,10,,,0
C04168,14,67.7,2-year,check,14,,,0
C04169,37,39.23,monthly,bank,5,,,0
C04170,49,104.48,1-year,auto,14,,,0
C04171,27,56.75,monthly,bank,8,competitor,36.0,1
C04172,19,52.07,1-year,bank,6,,,0
C04173,37,71.0,monthly,bank,14,price,44.0,1
C04174,26,63.51,1-year,check,7,,,0
C04175,29,88.31,monthly,card,2,service,48.0,1
C04176,26,33.72,monthly,bank,4,price,3.0,1
C04177,22,63.57,monthly,bank,13,service,41.0,1
C04178,52,109.17,2-year,check,8,,,0
C04179,34,23.61,1-year,card,8,,,0
C04180,34,65.73,monthly,bank,10,competitor,36.0,1
C04181,48,86.05,monthly,check,3,,,0
C04182,27,108.77,monthly,auto,1,,,0
C04183,8,79.38,2-year,bank,7,,,0
C04184,62,102.45,2-year,auto,14,,,0
C04185,5,42.27,2-year,check,2,,,0
C04186,42,55.28,2-year,auto,11,,,0
C04187,20,114.21,monthly,card,15,service,40.0,1
C04188,16,108.6,monthly,auto,1,other,14.0,1
C04189,4,75.8,1-year,bank,2,service,40.0,1
C04190,65,67.55,1-year,card,13,,,0
C04191,31,65.11,monthly,card,1,,,0
C04192,25,25.88,1-year,check,11,,,0
C04193,54,109.24,monthly,check,12,,,0
C04194,3,101.81,monthly,card,5,service,38.0,1
C04195,41,65.63,monthly,auto,4,,,0
C04196,36,47.94,2-year,bank,8,,,0
C04197,40,54.29,1-year,check,8,,,0
C04198,9,32.32,1-year,check,13,,,0
C04199,69,92.18,2-year,check,9,,,0
C04200,18,75.67,2-year,check,15,,,0
C04201,49,43.41,monthly,auto,3,,,0
C04202,54,82.3,1-year,check,4,,,0
C04203,25,117.92,monthly,auto,3,other,20.0,1
C04204,10,32.24,1-year,auto,10,,,0
C04205,22,65.85,monthly,bank,0,,,0
C04206,59,69.42,monthly,check,13,,,0
C04207,66,36.68,1-year,card,12,,,0
C04208,68,73.16,monthly,auto,15,competitor,52.0,1
C04209,17,80.6,monthly,auto,15,other,39.0,1
C04210,44,35.73,1-year,auto,1,,,0
C04211,11,35.47,1-year,check,11,service,13.0,1
C04212,52,105.63,monthly,auto,8,,,0
C04213,30,51.14,monthly,auto,11,service,6.0,1
C04214,52,83.03,monthly,card,13,other,36.0,1
C04215,50,82.68,2-year,bank,9,,,0
C04216,72,103.92,2-year,check,0,,,0
C04217,36,93.99,monthly,bank,13,service,32.0,1
C04218,25,104.06,1-year,check,6,,,0
C04219,38,82.52,1-year,check,7,,,0
C04220,12,64.95,2-year,auto,9,,,0
C04221,9,59.36,monthly,auto,14,other,5.0,1
C04222,38,57.9,1-year,card,8,,,0
C04223,60,61.84,1-year,bank,3,,,0
C04224,39,32.93,monthly,bank,11,other,46.0,1
C04225,57,62.4,monthly,check,10,,,0
C04226,13,58.94,monthly,bank,1,price,18.0,1
C04227,33,23.46,monthly,auto,8,service,18.0,1
C04228,45,47.51,1-year,bank,12,competitor,43.0,1
C04229,26,95.19,1-year,bank,14,,,0
C04230,2,77.79,monthly,auto,4,other,45.0,1
C04231,6,100.62,2-year,bank,8,,,0
C04232,67,74.27,monthly,card,13,competitor,19.0,1
C04233,44,105.41,2-year,bank,9,,,0
C04234,20,99.61,monthly,bank,6,service,16.0,1
C04235,19,29.83,2-year,check,2,,,0
C04236,3,117.7,2-year,check,0,,,0
C04237,69,21.47,2-year,check,11,,,0
C04238,8,79.68,2-year,bank,15,,,0
C04239,55,99.25,monthly,check,9,service,54.0,1
C04240,18,53.19,1-year,card,12,competitor,45.0,1
C04241,25,79.86,1-year,card,10,,,0
C04242,20,56.21,monthly,check,5,,,0
C04243,60,26.06,2-year,auto,8,,,0
C04244,3,20.85,monthly,check,4,,,0
C04245,26,29.49,monthly,card,3,,,0
C04246,21,29.84,2-year,auto,9,,,0
C04247,20,81.09,monthly,bank,10,service,29.0,1
C04248,14,72.59,monthly,check,15,service,20.0,1
C04249,66,65.55,monthly,auto,3,,,0
C04250,28,89.19,1-year,auto,4,,,0
C04251,31,21.68,2-year,card,2,,,0
C04252,28,47.1,monthly,card,15,price,26.0,1
C04253,71,97.74,1-year,check,12,,,0
C04254,25,111.0,1-year,auto,5,,,0
C04255,25,63.83,1-year,auto,15,price,55.0,1
C04256,24,28.15,1-year,check,11,competitor,12.0,1
C04257,24,99.87,2-year,card,7,,,0
C04258,7,108.52,monthly,check,6,service,53.0,1
C04259,44,61.37,monthly,check,9,,,0
C04260,2,44.34,1-year,bank,1,price,16.0,1
C04261,17,24.4,monthly,check,2,,,0
C04262,15,79.11,monthly,card,14,,,0
C04263,21,110.99,monthly,auto,3,other,35.0,1
C04264,55,87.79,monthly,card,2,,,0
C04265,44,51.72,2-year,auto,13,,,0
C04266,72,84.29,monthly,auto,15,,,0
C04267,26,103.21,1-year,check,13,other,27.0,1
C04268,67,67.58,1-year,auto,1,,,0
C04269,4,101.97,monthly,auto,13,,,0
C04270,37,59.19,monthly,card,4,,,0
C04271,58,54.85,monthly,check,0,competitor,31.0,1
C04272,39,78.3,1-year,check,14,,,0
C04273,68,66.47,monthly,auto,4,,,0
C04274,23,117.71,1-year,check,10,competitor,4.0,1
C04275,3,71.64,monthly,check,1,other,10.0,1
C04276,56,58.52,monthly,check,3,,,0
C04277,5,59.49,monthly,card,14,service,30.0,1
C04278,56,74.79,monthly,bank,9,,,0
C04279,53,55.49,monthly,bank,15,competitor,12.0,1
C04280,61,92.29,2-year,auto,2,,,0
C04281,35,58.07,monthly,auto,14,service,54.0,1
C04282,65,58.41,1-year,check,13,,,0
C04283,13,81.7,1-year,card,14,competitor,14.0,1
C04284,32,26.08,1-year,check,0,,,0
C04285,9,85.54,1-year,bank,1,competitor,45.0,1
C04286,56,70.5,monthly,check,8,competitor,47.0,1
C04287,52,65.3,1-year,bank,1,,,0
C04288,59,91.93,monthly,check,1,,,0
C04289,56,95.83,1-year,card,12,,,0
C04290,23,104.63,monthly,card,11,,,0
C04291,5,57.48,1-year,card,13,other,18.0,1
C04292,67,52.7,1-year,auto,14,,,0
C04293,36,91.43,1-year,card,2,,,0
C04294,7,78.18,monthly,bank,13,,,0
C04295,67,83.18,1-year,bank,0,,,0
C04296,72,75.55,1-year,auto,5,,,0
C04297,33,97.27,monthly,bank,4,,,0
C04298,56,39.0,monthly,auto,3,,,0
C04299,3,75.57,monthly,auto,11,price,58.0,1
C04300,7,35.81,monthly,check,1,other,38.0,1
C04301,20,60.73,1-year,bank,12,,,0
C04302,48,86.4,monthly,check,13,,,0
C04303,10,69.31,1-year,check,10,,,0
C04304,3,57.96,1-year,card,1,,,0
C04305,49,108.5,1-year,auto,9,,,0
C04306,56,97.28,1-year,bank,10,,,0
C04307,54,72.63,1-year,auto,5,,,0
C04308,58,115.01,1-year,check,5,,,0
C04309,58,62.44,monthly,auto,7,,,0
C04310,44,98.81,2-year,card,15,,,0
C04311,38,36.79,2-year,card,0,,,0
C04312,62,48.58,monthly,card,8,,,0
C04313,26,53.81,2-year,auto,5,,,0
C04314,8,30.58,2-year,auto,8,,,0
C04315,55,70.18,monthly,auto,0,,,0
C04316,20,39.23,1-year,bank,14,other,11.0,1
C04317,71,83.42,1-year,bank,7,,,0
C04318,30,39.01,monthly,bank,15,,,0
C04319,62,32.35,monthly,auto,2,,,0
C04320,4,116.91,monthly,bank,9,,,0
C04321,48,85.82,1-year,check,10,,,0
C04322,33,113.65,monthly,check,12,competitor,5.0,1
C04323,34,68.99,1-year,bank,0,,,0
C04324,20,23.34,1-year,bank,10,,,0
C04325,70,77.44,1-year,check,2,,,0
C04326,29,75.83,monthly,auto,6,competitor,4.0,1
C04327,62,21.5,monthly,card,0,,,0
C04328,31,106.12,monthly,check,0,price,41.0,1
C04329,4,82.0,monthly,card,12,price,45.0,1
C04330,64,94.47,monthly,card,11,,,0
C04331,14,69.39,monthly,check,14,service,42.0,1
C04332,20,81.84,monthly,bank,11,,,0
C04333,62,45.75,1-year,bank,9,,,0
C04334,65,117.38,monthly,card,1,,,0
C04335,67,60.07,monthly,auto,12,,,0
C04336,31,36.23,2-year,auto,3,,,0
C04337,55,25.59,1-year,auto,1,,,0
C04338,24,83.62,2-year,card,11,,,0
C04339,54,118.34,1-year,card,9,,,0
C04340,37,109.58,monthly,card,2,,,0
C04341,4,90.21,2-year,card,8,,,0
C04342,31,119.06,2-year,bank,11,service,44.0,1
C04343,34,92.28,1-year,check,7,,,0
C04344,19,53.93,1-year,card,11,other,5.0,1
C04345,27,80.12,monthly,bank,8,other,20.0,1
C04346,37,27.98,monthly,check,5,,,0
C04347,4,42.17,1-year,bank,3,,,0
C04348,11,61.75,1-year,bank,4,,,0
C04349,56,40.18,monthly,check,12,,,0
C04350,26,115.35,monthly,auto,5,competitor,2.0,1
C04351,44,119.56,monthly,bank,11,,,0
C04352,41,57.09,monthly,card,5,price,22.0,1
C04353,40,90.92,monthly,auto,8,service,39.0,1
C04354,30,60.78,2-year,check,9,,,0
C04355,35,33.95,monthly,bank,7,,,0
C04356,60,53.69,monthly,check,11,service,11.0,1
C04357,70,43.34,monthly,auto,14,competitor,45.0,1
C04358,19,52.81,1-year,card,13,,,0
C04359,49,41.5,1-year,auto,14,,,0
C04360,70,31.23,1-year,check,0,,,0
C04361,1,41.74,2-year,check,12,,,0
C04362,57,110.58,2-year,auto,11,,,0
C04363,36,28.52,2-year,bank,6,,,0
C04364,70,52.48,2-year,auto,5,,,0
C04365,42,72.84,monthly,check,0,,,0
C04366,61,55.45,1-year,auto,13,,,0
C04367,12,71.76,monthly,bank,13,other,28.0,1
C04368,11,24.34,1-year,check,1,,,0
C04369,67,84.86,monthly,bank,9,,,0
C04370,38,76.35,monthly,bank,8,competitor,10.0,1
C04371,41,88.1,monthly,bank,2,other,39.0,1
C04372,13,76.73,1-year,auto,8,service,52.0,1
C04373,17,63.79,1-year,auto,12,,,0
C04374,59,55.01,monthly,card,5,,,0
C04375,22,42.64,1-year,auto,11,,,0
C04376,43,70.01,monthly,check,15,,,0
C04377,23,22.61,1-year,card,7,,,0
C04378,19,52.82,monthly,auto,1,,,0
C04379,12,87.79,monthly,card,4,service,49.0,1
C04380,67,30.87,1-year,auto,2,,,0
C04381,68,26.29,1-year,bank,5,,,0
C04382,9,85.22,2-year,auto,10,,,0
C04383,26,59.78,1-year,bank,3,,,0
C04384,41,100.18,2-year,card,8,,,0
C04385,28,113.73,monthly,auto,15,other,48.0,1
C04386,52,115.7,monthly,check,4,,,0
C04387,19,62.56,2-year,bank,14,competitor,16.0,1
C04388,5,46.43,monthly,card,4,price,12.0,1
C04389,25,80.86,1-year,auto,9,,,0
C04390,44,82.82,monthly,auto,2,service,16.0,1
C04391,14,82.23,monthly,bank,4,other,39.0,1
C04392,59,52.18,monthly,check,13,price,55.0,1
C04393,1,26.38,1-year,card,9,,,0
C04394,5,41.0,1-year,card,9,,,0
