age,income,years_experience,region,account_type,marketing_channel,subscription_months,support_tickets_last_year,n_logins_last_30d,last_login_days_ago,device_type,education_level,target
23,31978.26,8,west,basic,paid,26,12,79,65,mobile,bachelors,0
46,52058.58,18,east,enterprise,organic,44,2,33,103,mobile,masters,1
21,44386.55,0,east,premium,paid,2,3,17,249,tablet,bachelors,0
25,100694.09,2,south,basic,organic,29,5,10,21,mobile,bachelors,0
49,76401.18,24,south,premium,referral,16,18,69,187,tablet,masters,1
28,17759.13,6,west,basic,paid,18,6,20,10,desktop,bachelors,1
19,64550.63,1,south,basic,social,59,12,22,193,mobile,bachelors,1
27,44026.43,7,east,premium,paid,34,9,81,117,desktop,high_school,0
58,50124.48,23,west,basic,social,9,7,9,69,tablet,bachelors,0
49,56917.94,16,east,basic,referral,22,0,65,182,desktop,bachelors,0
38,100633.19,12,north,enterprise,referral,15,9,1,121,mobile,bachelors,1
69,88139.47,38,south,premium,paid,55,20,95,28,mobile,bachelors,1
38,31261.87,9,north,basic,paid,18,19,72,194,mobile,high_school,0
64,47326.84,31,west,enterprise,referral,22,6,82,207,mobile,masters,0
36,37454.69,16,west,basic,referral,21,11,67,242,mobile,high_school,0
19,17870.25,0,south,premium,referral,11,6,40,329,tablet,phd,1
23,45907.22,0,west,basic,organic,47,19,100,257,desktop,high_school,0
32,148279.26,13,north,premium,organic,35,11,79,291,desktop,bachelors,1
27,17549.38,1,north,premium,organic,27,19,8,237,desktop,bachelors,0
26,48318.17,8,north,basic,organic,24,17,58,246,mobile,masters,1
38,47397.14,16,west,enterprise,referral,41,6,54,290,mobile,high_school,0
69,58258.27,31,north,basic,paid,6,9,28,242,desktop,phd,1
28,27511.66,4,north,enterprise,paid,56,11,46,183,mobile,bachelors,1
30,20846.34,7,north,basic,organic,34,5,98,267,mobile,bachelors,1
70,21436.31,33,south,basic,referral,14,17,8,353,mobile,bachelors,0
28,108940.84,10,south,basic,organic,33,11,93,180,mobile,high_school,0
62,27184.12,29,north,basic,organic,52,4,70,82,mobile,bachelors,1
50,36325.04,25,west,premium,social,11,10,11,147,mobile,high_school,0
67,173300.01,28,west,premium,referral,32,17,30,5,tablet,high_school,0
47,31553.71,16,south,premium,organic,36,8,84,112,desktop,bachelors,1
49,60200.73,17,west,premium,organic,49,14,71,324,tablet,bachelors,1
29,92807.9,9,west,premium,paid,35,20,7,36,tablet,high_school,0
48,90168.2,14,west,basic,referral,45,7,14,325,desktop,high_school,0
53,22049.7,26,north,premium,organic,47,20,93,205,mobile,high_school,0
70,31951.95,36,west,enterprise,paid,54,8,15,116,mobile,high_school,0
23,58771.86,8,east,basic,paid,22,11,63,172,mobile,bachelors,1
26,155968.68,10,north,basic,paid,43,16,100,321,desktop,high_school,0
19,31041.91,0,west,basic,referral,15,1,16,43,desktop,masters,1
59,36454.94,29,north,basic,social,51,14,4,207,desktop,high_school,0
22,63053.87,2,west,premium,organic,58,11,82,98,mobile,high_school,0
66,71096.61,34,east,basic,organic,18,13,95,198,mobile,masters,1
37,73729.07,16,south,premium,organic,34,20,52,288,mobile,high_school,0
33,29501.21,10,north,basic,organic,50,10,23,337,mobile,bachelors,1
69,35623.87,28,west,basic,paid,2,19,6,93,tablet,phd,1
56,55787.26,28,north,basic,organic,43,11,92,242,mobile,phd,1
47,104546.45,17,west,basic,social,50,4,80,155,tablet,masters,1
65,42485.14,30,east,premium,social,53,13,90,184,desktop,high_school,0
58,48369.22,27,north,enterprise,referral,12,3,79,59,mobile,bachelors,0
51,26487.89,26,east,basic,paid,46,18,43,313,mobile,phd,1
35,149931.84,11,west,basic,referral,48,3,48,62,mobile,phd,1
70,53774.67,30,west,premium,paid,1,10,38,14,desktop,high_school,0
56,93587.57,27,north,premium,referral,43,17,73,276,desktop,bachelors,0
68,49908.09,33,north,premium,organic,38,0,10,148,mobile,high_school,0
69,51593.98,28,north,basic,social,59,10,4,24,mobile,high_school,0
47,19926.68,18,west,premium,paid,3,10,97,249,mobile,bachelors,0
36,13487.83,14,north,basic,organic,58,7,32,104,mobile,high_school,0
68,103895.73,36,north,basic,paid,35,14,3,357,desktop,high_school,0
70,51371.3,31,south,enterprise,organic,17,6,67,358,desktop,high_school,0
24,55484.38,3,west,basic,social,24,7,40,201,mobile,bachelors,0
51,23168.94,25,south,basic,referral,46,5,23,174,desktop,high_school,0
49,28514.31,21,east,basic,social,60,13,43,162,mobile,bachelors,1
57,92723.87,24,north,basic,social,20,18,45,221,desktop,high_school,0
69,139258.37,30,east,enterprise,paid,60,3,61,332,desktop,phd,1
31,33766.88,3,east,basic,social,38,8,94,234,desktop,high_school,0
69,73342.09,35,west,basic,social,12,4,88,36,mobile,bachelors,0
52,54940.99,27,east,premium,organic,36,5,83,71,desktop,high_school,0
22,45600.9,3,north,basic,organic,49,20,49,230,desktop,high_school,0
45,148921.62,20,south,basic,paid,4,14,56,135,mobile,high_school,0
25,37349.66,6,north,basic,referral,5,19,13,175,mobile,high_school,0
68,103200.36,30,north,basic,referral,1,13,58,146,desktop,high_school,0
58,61626.92,26,west,basic,paid,35,13,67,218,mobile,bachelors,1
65,48526.55,27,south,premium,social,4,15,89,84,desktop,bachelors,0
49,111659.61,17,west,basic,referral,56,13,4,26,mobile,high_school,0
39,58342.19,14,north,premium,paid,8,17,87,85,mobile,bachelors,0
40,46265.11,16,west,enterprise,referral,5,6,52,244,desktop,bachelors,0
68,112158.16,37,west,basic,social,16,2,8,222,mobile,high_school,0
26,103731.11,2,east,basic,paid,46,10,100,296,mobile,bachelors,1
64,100828.67,27,north,basic,paid,55,0,47,39,mobile,high_school,0
40,4756.74,10,west,basic,referral,16,0,41,51,desktop,high_school,0
49,63838.13,25,west,basic,paid,32,1,19,47,mobile,bachelors,0
53,55674.1,25,north,basic,organic,47,1,7,205,desktop,phd,1
22,48006.04,0,west,basic,social,48,14,8,209,desktop,phd,1
25,70676.46,9,west,basic,organic,10,12,26,58,mobile,phd,1
26,57315.94,7,north,basic,organic,51,19,29,164,mobile,bachelors,1
59,73620.92,26,south,premium,social,53,6,46,18,mobile,high_school,0
22,41740.32,1,south,basic,referral,45,6,61,223,mobile,high_school,0
50,120440.17,21,south,premium,paid,32,10,100,208,tablet,high_school,0
23,78226.72,0,west,premium,paid,24,16,80,9,desktop,high_school,0
58,67881.31,22,west,basic,organic,54,19,49,32,desktop,high_school,1
69,65921.71,38,north,premium,organic,52,15,92,257,desktop,bachelors,1
39,98161.44,10,east,basic,social,32,10,56,329,mobile,high_school,0
29,90491.63,3,east,premium,organic,45,20,42,311,desktop,high_school,0
41,45813.62,18,south,basic,organic,24,3,21,207,mobile,masters,1
54,88803.93,28,east,premium,referral,45,9,42,191,desktop,bachelors,1
56,54416.97,27,east,premium,social,6,5,4,295,tablet,masters,1
51,154841.31,17,south,premium,referral,55,3,15,307,mobile,high_school,0
48,94715.85,23,south,premium,organic,31,8,95,331,desktop,bachelors,1
51,33679.16,18,west,basic,organic,36,16,19,146,mobile,high_school,0
29,198476.59,2,south,basic,social,12,6,57,174,tablet,bachelors,1
28,13887.94,11,south,basic,referral,32,17,10,28,mobile,high_school,0
67,71855.53,28,west,basic,social,1,12,60,64,mobile,high_school,0
48,32281.56,21,west,basic,paid,54,14,98,138,tablet,bachelors,1
63,151646.61,24,east,premium,referral,45,5,46,296,mobile,high_school,0
51,57050.02,18,south,premium,social,28,18,12,163,mobile,high_school,0
42,30446.39,19,east,premium,paid,51,4,2,214,desktop,phd,1
48,41777.08,20,east,premium,paid,49,7,76,316,desktop,high_school,0
54,31940.85,28,south,premium,organic,8,16,10,174,mobile,bachelors,1
27,40803.94,1,north,enterprise,referral,4,14,32,122,mobile,bachelors,0
42,40247.83,19,south,basic,organic,16,6,85,267,mobile,high_school,0
56,31235.37,28,east,premium,organic,1,5,54,115,mobile,bachelors,0
22,57643.82,7,west,basic,referral,35,9,88,142,tablet,high_school,0
21,61990.38,0,east,basic,referral,32,9,88,325,desktop,masters,1
26,26962.87,1,north,enterprise,paid,33,1,66,160,desktop,high_school,0
49,18124.84,20,south,basic,social,5,5,94,91,mobile,high_school,0
30,59075.64,3,east,enterprise,organic,56,3,3,305,tablet,high_school,0
41,67450.71,9,south,premium,paid,59,3,24,235,mobile,phd,1
25,75972.75,7,north,enterprise,referral,36,7,27,281,tablet,masters,1
31,68234.44,10,west,premium,referral,1,0,92,119,tablet,phd,1
18,125948.71,4,west,premium,referral,24,14,62,286,tablet,bachelors,0
60,89164.72,32,west,basic,referral,44,14,25,348,mobile,bachelors,0
42,244726.59,11,south,basic,referral,45,4,21,59,mobile,bachelors,1
27,315019.03,9,west,enterprise,social,15,18,81,69,desktop,phd,1
45,17071.04,12,east,basic,social,50,12,86,206,mobile,bachelors,0
67,13117.69,30,east,basic,social,59,6,1,264,mobile,bachelors,1
61,48803.89,25,north,enterprise,paid,31,4,36,0,desktop,bachelors,1
64,66339.41,26,north,basic,referral,23,9,54,201,desktop,bachelors,0
39,46838.88,15,north,premium,paid,32,20,23,46,mobile,high_school,0
37,74768.22,8,west,basic,referral,2,0,73,358,mobile,bachelors,1
34,41683.25,13,east,basic,organic,32,0,76,265,desktop,high_school,0
34,32326.08,14,west,premium,paid,2,8,84,363,mobile,masters,1
66,35392.86,33,east,basic,social,3,19,79,79,desktop,bachelors,0
25,43473.16,0,north,premium,referral,34,5,84,290,desktop,masters,1
63,81316.76,30,south,basic,organic,31,15,36,139,tablet,bachelors,1
66,36605.57,32,north,basic,paid,60,12,30,37,desktop,masters,1
62,41217.52,27,west,enterprise,paid,31,4,31,175,desktop,high_school,0
51,69018.52,20,south,basic,social,59,19,86,171,tablet,phd,1
63,43508.96,29,north,premium,organic,49,3,65,183,mobile,bachelors,1
19,95800.8,5,east,basic,referral,21,10,32,312,desktop,high_school,0
61,28234.4,22,west,enterprise,referral,56,13,72,102,mobile,high_school,0
45,24789.66,17,east,enterprise,paid,29,14,23,233,desktop,high_school,0
68,58851.78,30,north,premium,organic,36,17,26,72,mobile,bachelors,1
22,62478.21,3,east,basic,referral,7,14,0,321,mobile,masters,1
67,29173.74,26,north,enterprise,referral,13,13,97,167,desktop,phd,1
48,109771.61,24,east,enterprise,paid,32,3,23,292,mobile,bachelors,0
23,155587.27,3,east,premium,organic,17,6,75,98,mobile,bachelors,0
44,33633.82,21,north,premium,referral,36,7,11,114,desktop,bachelors,1
19,119656.5,0,south,basic,paid,5,7,3,359,desktop,masters,0
22,11739.57,3,north,basic,paid,16,2,68,71,desktop,masters,0
46,93495.39,20,south,premium,paid,40,1,9,205,desktop,high_school,0
61,29299.99,30,east,premium,paid,37,9,14,118,mobile,phd,1
23,88048.55,0,south,premium,social,60,15,33,142,tablet,bachelors,1
31,27535.58,9,north,premium,social,54,18,59,254,mobile,masters,1
38,47047.24,9,east,basic,referral,49,19,1,286,mobile,phd,1
46,30149.71,17,east,enterprise,organic,1,10,12,176,mobile,masters,0
18,43116.95,0,west,basic,paid,37,18,34,233,desktop,high_school,0
51,146965.69,16,west,enterprise,organic,14,9,71,16,mobile,bachelors,1
44,45946.7,19,south,basic,referral,17,9,9,85,mobile,high_school,0
69,173890.48,35,south,basic,paid,13,4,28,271,desktop,masters,1
33,38890.78,13,east,premium,social,28,13,19,243,desktop,high_school,0
44,119977.42,18,west,basic,paid,8,6,31,16,desktop,bachelors,0
22,18482.59,3,south,basic,organic,32,10,26,326,mobile,phd,1
66,41278.4,27,west,premium,paid,10,19,64,149,mobile,high_school,0
62,35537.15,31,east,basic,paid,31,11,6,111,desktop,bachelors,0
36,123330.54,8,south,premium,organic,38,6,94,169,tablet,bachelors,1
42,54783.77,11,west,basic,paid,11,14,24,144,mobile,bachelors,0
63,14004.73,32,north,basic,organic,7,15,100,184,desktop,high_school,0
33,22335.27,10,west,basic,organic,49,12,73,60,mobile,high_school,0
30,26699.57,3,south,basic,paid,45,0,36,50,mobile,bachelors,0
30,85856.29,8,east,basic,social,16,4,30,362,mobile,bachelors,0
55,79459.64,26,east,basic,social,54,2,95,273,desktop,bachelors,0
29,40935.8,7,north,basic,organic,14,20,100,132,desktop,high_school,0
22,35273.74,4,east,basic,paid,56,6,61,310,mobile,bachelors,1
26,75345.01,5,south,premium,social,7,9,4,291,desktop,bachelors,0
70,24891.61,31,south,basic,social,40,18,91,255,mobile,high_school,0
64,64511.67,26,north,basic,social,2,20,48,264,mobile,masters,0
68,61298.51,29,west,basic,paid,12,4,2,348,desktop,high_school,0
32,41574.66,12,west,enterprise,social,25,18,80,305,mobile,bachelors,0
41,62230.89,13,north,basic,referral,6,15,3,94,tablet,phd,1
44,52117.53,18,west,enterprise,organic,28,12,37,265,desktop,bachelors,0
45,66068.79,15,west,basic,organic,14,3,7,58,desktop,bachelors,1
19,22016.31,0,north,enterprise,social,6,14,44,183,desktop,high_school,0
49,70876.99,21,west,basic,social,58,12,81,24,desktop,high_school,0
20,90758.81,1,north,premium,paid,59,9,13,62,mobile,high_school,0
32,59430.98,12,west,basic,referral,58,12,13,264,desktop,masters,1
33,70314.23,14,east,enterprise,paid,10,4,96,136,mobile,masters,1
53,45892.11,26,west,basic,referral,23,13,17,59,desktop,high_school,0
65,83683.7,35,south,premium,paid,20,3,11,358,desktop,high_school,0
55,50977.94,19,south,basic,paid,20,6,59,343,mobile,high_school,0
41,24618.05,17,west,premium,paid,25,10,27,83,mobile,bachelors,1
45,80188.04,19,east,premium,paid,31,3,96,218,desktop,bachelors,1
45,18389.08,16,east,basic,social,30,19,16,107,tablet,bachelors,1
25,58085.3,2,east,premium,social,18,18,57,294,desktop,phd,1
68,38927.89,27,east,premium,organic,59,9,93,251,mobile,high_school,0
66,37463.58,35,north,premium,organic,59,11,73,159,tablet,bachelors,1
30,54349.64,11,north,basic,organic,20,6,2,340,desktop,bachelors,1
24,32029.96,0,north,basic,organic,14,4,18,268,desktop,high_school,0
26,66657.55,6,north,premium,paid,32,20,12,55,mobile,phd,1
51,50720.12,22,west,basic,paid,23,8,92,162,mobile,high_school,0
19,33847.61,0,south,premium,organic,60,20,20,303,mobile,masters,0
23,109415.49,4,south,basic,social,26,1,5,197,desktop,masters,1
52,55429.63,25,north,enterprise,referral,3,2,38,36,mobile,phd,1
25,71573.53,2,west,premium,organic,8,9,28,283,desktop,bachelors,0
21,114686.0,3,north,basic,referral,5,16,16,176,tablet,high_school,0
19,113562.33,5,north,premium,paid,23,8,45,87,desktop,masters,1
55,69415.9,24,west,premium,referral,19,17,90,298,mobile,masters,1
37,40880.36,8,north,basic,paid,52,2,22,323,mobile,bachelors,1
33,20788.97,7,west,basic,organic,54,17,99,215,desktop,masters,1
51,55493.13,17,south,basic,paid,9,9,67,262,mobile,high_school,0
27,94537.38,3,west,basic,social,57,5,38,88,mobile,bachelors,1
45,60632.66,19,north,basic,referral,36,13,68,273,mobile,masters,1
43,6205.86,13,south,basic,referral,19,16,35,330,desktop,high_school,0
53,82622.5,22,south,basic,social,25,19,21,87,desktop,bachelors,0
51,85724.98,26,east,basic,social,27,1,23,345,mobile,phd,1
53,40915.6,19,west,basic,social,11,14,0,32,desktop,masters,0
29,88700.16,11,north,basic,organic,53,6,65,163,mobile,masters,1
25,71451.86,2,east,premium,organic,1,10,7,26,mobile,bachelors,0
46,32490.27,19,north,basic,referral,5,9,20,163,tablet,phd,1
21,105111.89,0,west,basic,social,17,16,0,236,mobile,high_school,0
42,22914.24,12,west,premium,paid,9,8,6,318,desktop,bachelors,1
51,47365.68,25,north,premium,social,4,5,91,54,mobile,bachelors,0
61,44613.8,28,north,enterprise,referral,24,10,2,324,mobile,masters,0
52,29873.8,23,west,enterprise,organic,23,14,62,365,desktop,phd,1
70,58822.3,33,west,premium,social,8,17,33,24,desktop,masters,1
47,107604.89,15,east,premium,social,49,0,13,351,desktop,bachelors,1
41,103636.53,19,south,basic,paid,53,11,30,331,tablet,bachelors,1
31,75674.65,7,west,premium,referral,44,1,9,10,desktop,bachelors,1
53,17719.95,17,south,premium,paid,32,13,31,23,mobile,bachelors,0
60,21991.88,31,west,premium,referral,57,13,82,265,desktop,high_school,0
35,54160.19,6,west,basic,paid,22,17,62,153,desktop,bachelors,1
22,48024.13,6,west,enterprise,paid,26,4,81,95,desktop,masters,1
18,36357.37,0,west,basic,referral,1,16,70,147,mobile,masters,1
51,153767.03,16,west,premium,organic,43,14,93,124,tablet,masters,1
53,52235.42,19,north,enterprise,organic,6,13,10,356,mobile,bachelors,0
24,67876.67,5,west,enterprise,organic,40,13,16,87,desktop,bachelors,1
19,88675.27,1,north,basic,paid,47,11,41,32,mobile,high_school,0
52,50664.21,18,south,basic,paid,14,1,52,303,desktop,bachelors,0
39,232033.56,11,south,premium,paid,37,17,79,307,mobile,bachelors,0
40,27883.12,11,north,premium,paid,19,8,12,327,mobile,high_school,0
31,34076.29,10,south,basic,organic,24,2,11,355,mobile,high_school,0
56,27842.1,28,east,premium,referral,32,12,80,14,desktop,bachelors,1
57,125190.89,22,north,enterprise,referral,15,19,55,281,mobile,bachelors,0
20,79320.47,5,south,basic,referral,48,14,41,98,desktop,bachelors,0
22,35366.09,1,south,basic,organic,24,5,22,154,tablet,high_school,0
47,29192.71,13,east,premium,referral,28,17,70,164,tablet,bachelors,0
49,112525.41,18,east,premium,paid,49,17,81,360,mobile,bachelors,0
25,60901.47,8,east,enterprise,referral,14,6,3,190,mobile,bachelors,0
26,114262.17,8,west,premium,organic,28,10,5,81,tablet,bachelors,1
54,47283.2,26,east,basic,referral,60,17,78,32,tablet,high_school,0
42,66630.73,14,north,premium,social,24,3,89,215,mobile,phd,1
24,58696.57,6,east,enterprise,social,7,7,23,303,mobile,high_school,0
50,33709.44,22,south,basic,social,18,9,71,260,mobile,bachelors,1
21,44959.33,4,north,basic,organic,58,0,85,341,mobile,high_school,0
30,24086.77,8,west,premium,paid,46,3,11,15,desktop,bachelors,0
55,65937.6,24,north,basic,organic,49,12,18,147,mobile,high_school,0
29,77400.56,12,west,enterprise,paid,16,5,13,223,desktop,masters,1
21,88795.99,6,north,basic,referral,51,5,79,313,mobile,bachelors,0
68,73125.1,32,east,basic,referral,24,6,77,114,mobile,bachelors,0
29,45391.22,4,south,enterprise,social,48,2,13,247,desktop,high_school,0
45,124390.66,16,west,basic,social,53,13,17,76,desktop,high_school,0
61,83732.72,27,west,basic,organic,13,5,67,216,mobile,bachelors,1
70,112772.5,35,north,basic,social,57,13,90,283,mobile,bachelors,1
60,117098.65,25,north,enterprise,social,38,17,78,299,mobile,bachelors,0
36,45462.37,6,east,enterprise,referral,44,10,16,165,tablet,phd,1
63,61866.1,33,north,basic,organic,46,19,39,173,tablet,masters,0
18,78021.45,5,north,premium,organic,11,4,6,322,desktop,phd,1
35,24600.32,6,west,premium,paid,45,20,24,200,tablet,high_school,0
28,24929.72,4,east,basic,organic,13,6,56,128,desktop,masters,1
45,22480.71,16,north,basic,organic,17,6,34,100,mobile,bachelors,1
65,45942.23,33,south,enterprise,organic,7,20,61,260,mobile,bachelors,0
58,40135.23,29,north,basic,paid,11,9,29,260,tablet,phd,0
70,20714.67,31,west,premium,referral,59,15,56,196,desktop,bachelors,0
25,53616.65,2,north,basic,organic,20,16,63,58,tablet,masters,1
57,46287.57,24,south,premium,social,24,9,19,59,desktop,masters,1
56,99642.5,21,north,basic,organic,29,6,4,88,tablet,high_school,0
42,164027.18,14,west,basic,paid,43,10,34,4,desktop,bachelors,0
23,64464.52,0,north,basic,paid,35,8,4,175,desktop,bachelors,1
23,32274.14,0,east,enterprise,paid,33,8,16,151,tablet,phd,1
66,72260.62,33,south,basic,paid,51,4,29,141,mobile,masters,0
33,49295.19,12,west,basic,referral,30,19,34,342,desktop,high_school,0
51,42443.32,19,north,basic,paid,47,12,27,87,mobile,high_school,0
68,29232.59,31,west,basic,organic,55,16,5,296,tablet,high_school,1
44,37103.55,15,west,premium,paid,41,13,17,70,desktop,bachelors,0
29,44060.78,2,north,basic,organic,3,7,89,223,mobile,high_school,0
43,79416.21,17,north,premium,social,16,6,72,315,mobile,masters,1
30,66610.36,7,west,premium,paid,38,20,44,306,mobile,bachelors,1
27,146582.79,10,south,enterprise,organic,29,0,2,216,mobile,masters,0
60,73467.83,26,west,premium,referral,18,6,36,75,mobile,high_school,1
36,63232.71,14,west,basic,referral,21,15,93,138,tablet,bachelors,1
54,40792.84,22,south,premium,paid,5,11,81,155,desktop,high_school,0
56,26305.21,21,north,premium,social,15,12,76,309,tablet,masters,1
47,34824.06,16,south,enterprise,paid,47,0,25,138,mobile,high_school,0
46,32212.08,22,east,enterprise,organic,1,4,40,302,mobile,high_school,0
27,10545.51,2,south,premium,referral,51,12,2,348,tablet,high_school,0
46,26764.21,22,east,basic,social,21,6,86,40,desktop,masters,0
57,128197.31,27,east,basic,organic,49,9,11,342,mobile,high_school,1
28,61154.59,9,west,enterprise,organic,16,20,62,207,tablet,bachelors,1
30,39108.13,10,north,enterprise,referral,50,13,28,219,mobile,masters,0
54,62260.84,23,south,basic,referral,35,13,57,111,mobile,masters,0
70,15183.39,34,north,premium,organic,52,4,83,122,desktop,high_school,0
38,58061.53,8,north,basic,social,4,12,31,197,desktop,high_school,0
61,105503.07,29,south,basic,organic,48,20,1,72,desktop,bachelors,1
27,45584.84,7,west,basic,social,17,13,66,262,mobile,high_school,0
48,16929.39,15,south,basic,social,22,16,53,244,mobile,bachelors,0
68,38239.94,32,south,premium,organic,3,20,14,3,mobile,bachelors,0
41,105615.16,14,east,basic,paid,58,18,4,77,mobile,bachelors,1
44,57249.71,14,east,premium,organic,39,7,53,187,mobile,high_school,0
26,20931.57,0,south,premium,referral,59,6,61,271,desktop,bachelors,0
45,202922.11,12,south,premium,paid,35,5,11,106,tablet,high_school,0
49,23102.93,17,south,basic,referral,10,16,60,324,tablet,bachelors,0
70,42372.09,30,north,basic,paid,21,7,44,195,desktop,high_school,0
28,26306.42,3,south,premium,paid,27,17,13,197,mobile,phd,1
37,26328.28,13,north,premium,organic,9,16,62,40,desktop,bachelors,0
52,37373.21,21,east,basic,organic,56,13,65,229,tablet,high_school,0
67,71803.61,27,west,basic,paid,58,2,15,299,mobile,high_school,0
30,106331.71,2,south,enterprise,social,34,14,68,77,mobile,high_school,0
54,38882.48,25,north,basic,referral,36,4,22,198,mobile,high_school,0
64,26739.95,34,west,basic,paid,43,11,60,2,desktop,high_school,0
51,65328.49,25,east,enterprise,social,41,4,82,77,tablet,masters,1
40,66488.09,17,east,premium,organic,4,1,94,25,mobile,bachelors,1
30,56626.13,5,west,basic,social,32,13,25,281,desktop,high_school,0
33,57840.46,11,east,enterprise,organic,47,9,34,364,desktop,bachelors,1
20,45819.27,0,east,basic,organic,49,13,9,13,tablet,high_school,0
26,51994.36,1,south,premium,social,36,10,97,257,mobile,phd,1
41,43958.85,10,west,premium,paid,54,7,33,216,desktop,high_school,0
25,93166.76,1,east,basic,social,36,0,81,256,tablet,masters,1
18,186665.91,0,north,enterprise,referral,23,5,94,183,tablet,masters,1
54,54600.15,18,east,premium,organic,27,18,48,362,mobile,high_school,0
21,48827.88,4,north,basic,organic,42,15,70,14,mobile,high_school,0
25,57154.7,6,east,premium,paid,54,9,47,54,tablet,bachelors,1
49,33032.49,21,north,premium,paid,14,0,58,91,tablet,masters,1
66,77573.96,27,east,premium,paid,18,20,25,286,mobile,bachelors,0
56,63876.44,28,south,basic,organic,40,15,84,28,mobile,bachelors,1
19,38090.41,0,east,basic,organic,46,0,12,45,mobile,masters,1
26,84224.41,10,east,enterprise,paid,24,4,66,268,desktop,masters,1
57,49582.53,27,south,basic,organic,39,3,92,153,mobile,bachelors,1
56,27390.9,21,south,premium,paid,1,18,81,258,mobile,bachelors,0
38,60534.13,10,south,premium,organic,18,20,76,134,desktop,masters,0
68,56511.28,34,east,basic,social,58,8,66,32,mobile,high_school,0
65,87225.4,33,west,basic,referral,35,3,95,218,tablet,masters,1
57,80735.06,25,south,basic,organic,53,13,87,39,mobile,high_school,0
57,45911.19,20,east,basic,referral,14,5,27,175,mobile,high_school,0
59,36928.83,26,west,enterprise,paid,18,2,63,322,tablet,masters,1
25,49072.12,4,east,basic,paid,59,5,43,66,mobile,high_school,0
55,60960.74,22,south,basic,organic,60,5,26,73,mobile,high_school,0
67,65529.3,35,south,premium,paid,53,1,82,347,mobile,high_school,0
29,58738.3,5,west,enterprise,social,20,14,4,111,desktop,bachelors,0
18,46422.65,0,south,basic,organic,49,7,12,136,desktop,masters,1
37,89151.3,14,south,basic,referral,28,11,10,250,tablet,high_school,0
32,32709.44,10,east,premium,organic,51,11,20,46,tablet,high_school,0
68,216997.71,33,north,premium,paid,52,16,51,22,mobile,bachelors,1
41,77485.2,14,east,premium,paid,27,16,95,308,mobile,phd,1
53,24922.06,20,west,basic,organic,19,11,98,346,desktop,high_school,0
70,54783.13,30,west,enterprise,organic,59,17,90,361,tablet,phd,1
59,77933.42,22,east,premium,paid,28,11,76,8,mobile,masters,0
57,39750.53,22,west,premium,paid,26,0,46,193,mobile,high_school,0
69,19988.52,34,west,enterprise,social,40,18,78,310,mobile,masters,1
54,26279.95,22,west,premium,referral,57,16,27,309,tablet,bachelors,0
30,67863.65,10,west,basic,social,8,8,67,132,mobile,bachelors,0
56,17106.78,27,west,premium,social,60,8,0,179,desktop,bachelors,0
35,20545.42,12,north,premium,organic,26,18,91,54,mobile,masters,1
35,67649.88,7,north,basic,social,2,8,98,50,desktop,masters,1
52,42893.28,17,north,basic,social,19,7,74,138,mobile,masters,0
34,32290.61,7,east,basic,paid,28,15,17,84,desktop,phd,1
19,36430.47,0,west,enterprise,referral,41,6,26,356,mobile,bachelors,1
70,20282.46,28,west,premium,paid,34,8,74,29,mobile,masters,0
48,65556.79,22,west,premium,organic,9,16,50,193,mobile,masters,1
53,30214.4,21,west,premium,organic,30,4,55,203,desktop,high_school,0
60,35544.78,30,east,premium,organic,14,0,40,21,desktop,high_school,0
51,60359.35,18,south,enterprise,paid,17,7,84,161,mobile,bachelors,0
50,42025.15,15,east,basic,referral,43,3,16,344,mobile,masters,1
59,32119.16,22,north,basic,organic,49,7,44,40,mobile,high_school,0
33,14858.64,9,west,premium,organic,10,1,22,52,mobile,masters,0
61,61111.51,27,east,premium,organic,37,12,69,60,desktop,high_school,0
56,51400.12,23,north,premium,social,26,10,28,20,mobile,bachelors,1
27,35938.61,10,east,enterprise,social,21,5,30,323,desktop,bachelors,0
25,26306.22,6,east,premium,organic,43,13,17,16,desktop,high_school,0
64,49397.62,32,west,basic,social,15,3,87,102,tablet,masters,0
65,65400.36,26,west,basic,social,46,0,21,302,desktop,high_school,0
70,51982.13,33,south,basic,social,25,10,87,364,mobile,phd,0
23,130985.16,4,west,premium,social,6,3,92,56,mobile,high_school,0
65,74821.81,31,north,premium,paid,48,17,97,131,mobile,phd,1
63,45964.75,34,south,basic,organic,52,6,34,65,mobile,bachelors,1
58,76341.14,26,south,basic,social,34,9,66,70,mobile,high_school,0
44,50473.18,15,west,premium,social,44,6,83,345,tablet,high_school,0
44,50368.22,21,west,basic,organic,9,9,7,123,mobile,high_school,0
40,106704.46,12,north,premium,paid,21,2,6,223,desktop,bachelors,0
19,28600.09,1,east,basic,paid,21,19,20,57,mobile,masters,1
44,49711.21,11,west,premium,paid,46,3,99,104,mobile,bachelors,1
30,100090.09,3,west,premium,referral,22,8,9,132,mobile,bachelors,0
28,59006.0,1,south,basic,organic,44,17,77,214,mobile,bachelors,0
20,39283.83,0,north,premium,paid,19,8,84,329,mobile,bachelors,0
42,17611.44,20,south,premium,organic,37,14,91,88,tablet,bachelors,0
20,12553.97,0,west,basic,organic,13,1,53,236,desktop,bachelors,1
63,170366.74,34,south,enterprise,paid,34,6,53,180,mobile,masters,1
65,58989.05,34,east,premium,paid,5,15,74,291,mobile,phd,1
60,34529.04,22,west,premium,paid,45,5,64,122,tablet,bachelors,0
